标题,rate,链接,提取码
阿黛尔的生活,8.4,https://pan.baidu.com/s/1XOnr2Jpww0SAk-7E8ns1AA,ncob
菊次郎的夏天,8.8,https://pan.baidu.com/s/1XN1PdvcZ4klUq1zH4rJAEA,2333
风中有朵雨做的云,7.2,https://pan.baidu.com/s/1xMjqmui7eg7mqaqbGX_9RA,8gni
华尔街之狼,7.9,https://pan.baidu.com/s/1XhShcMIai0Q-Ygxe-pF7tQ,8888
侏罗纪世界,7.7,https://pan.baidu.com/s/1xGFaqLPUkoTIaRDHKSLXpw,vesw
大赢家,6.8,https://pan.baidu.com/s/1xDHelJX4bFA5gSBbpftxTA,1diz
素媛,9.2,https://pan.baidu.com/s/1xaL28OjOxtXVtQlSEeZJPg,2333
我是传奇,8.1,https://pan.baidu.com/s/1XA-Y58-o-v_qufepwMNf_A,m817
蝙蝠侠大战超人：正义黎明,6.8,https://pan.baidu.com/s/1x55h4H1KA3YiG2M2BQYe8g,t0kv
红辣椒,9.0,https://pan.baidu.com/s/1Ww2P0SMMb7AFTXtQBoA-Cg,xpv4
蚁人2：黄蜂女现身,7.3,https://pan.baidu.com/s/1WuRT8bfNpYsXi4q6SRbAeQ,a3xy
李米的猜想,7.9,https://pan.baidu.com/s/1wTXxp7IwpJjnWDSJCXwBsQ,2333
西游记女儿国,4.4,https://pan.baidu.com/s/1WrcBG_pgMAod9vT1-xLZKw,to5w
澳门风云,5.7,https://pan.baidu.com/s/1Wp8KjODrqCie1J6VV70Xpw,fwsa
复仇者联盟3：无限战争,8.1,https://pan.baidu.com/s/1wn13xrZimBucUOx9hb7xsA,9xue
黑天鹅,8.6,https://pan.baidu.com/s/1WGqQ9Gw5m5DSUFa3ZT9NKQ,bz1d
好莱坞往事,7.3,https://pan.baidu.com/s/1WE0wEmrysZg5bXm4b9llSA,jyku
辛德勒的名单,9.5,https://pan.baidu.com/s/1WdTSgfe_HhVz60zxqXWsxQ,37ip
神奇女侠,7.1,https://pan.baidu.com/s/1Wa1DK4c6Arpb12AdRNl5Tg,jimb
悲惨世界,8.1,https://pan.baidu.com/s/1W5qPMNy_gTT7napqzyGxBA,2333
悲惨世界,8.6,https://pan.baidu.com/s/1W5qPMNy_gTT7napqzyGxBA,2333
来电狂响,5.8,https://pan.baidu.com/s/1w5Namy84i6pKbqM3AzEqqQ,ekc6
完美陌生人,8.5,https://pan.baidu.com/s/1w5IKXA9R0Wulv6TbeH0w6Q,fowd
断背山,8.8,https://pan.baidu.com/s/1W_pvpiow0d9QC6t9s3dm6Q,2333
黑客帝国,9.0,https://pan.baidu.com/s/1VZhW62d0a_ndXdrrVvfVjg,8888
雷神2：黑暗世界,7.4,https://pan.baidu.com/s/1VXWVEwf4nEoznoSD9dRgvw,2333
窃听风暴,9.1,https://pan.baidu.com/s/1VwZyo6xhSbU5aT5O4gDJqg,2333
黑暗正义联盟：天启星战争,7.2,https://pan.baidu.com/s/1vUpiceo5bwWx7boOPZOqQg,yebt
灵魂摆渡·黄泉,7.1,https://pan.baidu.com/s/1vsvGsr1VU-Qz4WNPUoemwA,cdro
城南旧事,8.9,https://pan.baidu.com/s/1VS_l4jUjALsANKdVlQw9aw,3wto
起风了,8.1,https://pan.baidu.com/s/1vrSgld8FwEfMp_pxOyP87A,w171
无双,8.1,https://pan.baidu.com/s/1vp29mSEmu0Gwcj5OeNcnLg,xvjy
头脑特工队,8.7,https://pan.baidu.com/s/1VocBEZXepDQT_8kZr4CwaQ,2333
海王,7.6,https://pan.baidu.com/s/1vOb3IH9cTPdVsmLUHOSHoQ,76uk
疯狂的麦克斯4：狂暴之路,8.6,https://pan.baidu.com/s/1VnXA4XeDVmQSpeS7boamwg,9999
少年的你,8.3,https://pan.baidu.com/s/1vfHu2zmg6b8VWtRGByAcSg,nu45
猩球崛起3：终极之战,6.9,https://pan.baidu.com/s/1V3GuRXSwWDjikv8jvmgoTw,2333
异形,8.2,https://pan.baidu.com/s/1v1HbH0ReZvYDbSFctdKmaw,2333
金刚：骷髅岛,6.5,https://pan.baidu.com/s/1uyJXIfpism5ZC-pPLqTv2A,2333
燃情岁月,8.8,https://pan.baidu.com/s/1UWQKlArPTNN27AU9652lIQ,2333
你的名字。,8.4,https://pan.baidu.com/s/1urHb83QG1CS5zmqZ8Z_Jjg,e31t
迷雾,7.9,https://pan.baidu.com/s/1uOEVc3Q-p6Xed5lyD6VBUg,t7yu
忠犬八公物语,9.2,https://pan.baidu.com/s/1uNb8FvtzfjYO0248XJWGjA,2333
釜山行,8.5,https://pan.baidu.com/s/1UMqbAqmJnkms23XGc3lUdQ,8888
哪吒之魔童降世,8.5,https://pan.baidu.com/s/1ULee8__Bkw8r7D-a4zIlrQ,2333
V字仇杀队,8.9,https://pan.baidu.com/s/1Uejv__-GfnEleC38Tpgx6g,uanp
奇幻森林,7.8,https://pan.baidu.com/s/1uEfhhNF2qaGteW72QbkbPg,k0qw
决战中途岛,7.7,https://pan.baidu.com/s/1uCW1eiv-RZCmNYJpJSxJkw,fuuu
小萝莉的猴神大叔,8.4,https://pan.baidu.com/s/1U9RSdlSK9_Ns2qF57a-P5g,w1nh
画皮,6.7,https://pan.baidu.com/s/1u7eaTW0l3fOXbpNWGSlFcw,4pb3
乱世佳人,9.3,https://pan.baidu.com/s/1u6j1n7hfqoTcH09q5QA4JQ,wf2a
沉默的羔羊,8.8,https://pan.baidu.com/s/1U5gBhMT2b6dGUDMtIEM8Vw,2333
美国丽人,8.5,https://pan.baidu.com/s/1U1PaAa0dEiO_ADR-mtvAlg,2333
美人鱼,6.7,https://pan.baidu.com/s/1U_ZvjrA4SNnVtNJ5mRi_bg,2333
龙猫,9.2,https://pan.baidu.com/s/1tZRS88aKfqpJsYh36u3Zwg,2333
穆赫兰道,8.4,https://pan.baidu.com/s/1TzfagnvkfRRSNxhE392LxQ,2333
两杆大烟枪,9.1,https://pan.baidu.com/s/1TxZKpFwqKmg1gxGP-LB-ew,0mpn
魔女,7.6,https://pan.baidu.com/s/1TwDNAw-N4HWmOkbCggbP-g,vxmc
三块广告牌,8.7,https://pan.baidu.com/s/1tVw8aAH3QiGrMRyqLYWvMw,2333
银河护卫队2,8.0,https://pan.baidu.com/s/1tvP7xcwUe5BQoRbOOyBP8w,54a3
功夫熊猫2,8.0,https://pan.baidu.com/s/1tUyEmleHdbVkOnlGZTvfzw,2333
平原上的夏洛克,7.9,https://pan.baidu.com/s/1TRQJrdrEWAL3hFb0b6SS2g,2333
指环王3：王者无敌,9.2,https://pan.baidu.com/s/1tOq4Sd-2LxMyn5JpiHc0tQ,5t4u
寻龙诀,7.4,https://pan.baidu.com/s/1Tmd10rNyL6DwOn-t7cJUJQ,2333
我爱你,9.0,https://pan.baidu.com/s/1tkhP92qCA7tiMyPrIoep6Q,2333
死侍,7.8,https://pan.baidu.com/s/1TclGZ7Edfvyn7h8gIGi0Iw,sirt
穿普拉达的女王,8.1,https://pan.baidu.com/s/1TaJggauPNsEHDRTK6Jhfdg,2333
熔炉,9.3,https://pan.baidu.com/s/1T4zl8uRkmxIIj9uLtzPLNw,2333
隐秘的爱,9.1,https://pan.baidu.com/s/1T3PDcdAZiXsho1v2eqwPxw,cwx0
后窗,8.6,https://pan.baidu.com/s/1t1A9mTGgayyl5jqMZDw23A,2333
只有芸知道,6.4,https://pan.baidu.com/s/1t12tHZ85avkAodej5kO_Lw,9hpx
孤儿怨,8.2,https://pan.baidu.com/s/1sZqWxOpfDnZHlg3tpeYEAA,2333
记忆大师,7.1,https://pan.baidu.com/s/1sTuWVuPzdZQRSj_q3dml1w,cuez
功夫,8.6,https://pan.baidu.com/s/1sliGNnB?fid=814486859425240,无
饥饿游戏,6.9,https://pan.baidu.com/s/1sLc80bhDn6LiBoZ17eGbGA&shfl=sh,2333
岁月神偷,8.7,https://pan.baidu.com/s/1sKsDhz69XRloZmGsHi_gYw,nefw
李茶的姑妈,4.7,https://pan.baidu.com/s/1SjInm1gAx7kGEJLWytLGNg,ygx2
利刃出鞘,8.2,https://pan.baidu.com/s/1SgULtw25eEyvTGOVk6HnCA,sw6f
金刚狼,7.5,https://pan.baidu.com/s/1seIXquEOKWhzxfCzRsj0Jw,2333
狮子王,9.0,https://pan.baidu.com/s/1SCcuxOOSF7aEFANQZcVc5A,c4q7
狮子王,7.4,https://pan.baidu.com/s/1SCcuxOOSF7aEFANQZcVc5A,c4q7
完美的世界,9.1,https://pan.baidu.com/s/1sa32dAwacWw7tY22XCHB6A,2333
无敌破坏王2：大闹互联网,8.1,https://pan.baidu.com/s/1S64YL9uh_jGFRRZWe91XIw,2333
白蛇：缘起,7.9,https://pan.baidu.com/s/1S487fuPEoyfUJmInL1_s9Q,2333
碟中谍4,8.3,https://pan.baidu.com/s/1s_ACCQ0FevnRldAK2EsZSA,2333
狗十三,8.2,https://pan.baidu.com/s/1RtEEDVgyMdtqFrLDKFirpg,2333
林中小屋,7.5,https://pan.baidu.com/s/1rqPjDlTcVGQQ-sZV0e0sHQ&shfl=sha,2333
分手大师,5.0,https://pan.baidu.com/s/1rPkFiCDPLXSh_US4ZhBX1Q,6sam
绝杀慕尼黑,8.2,https://pan.baidu.com/s/1ROkJktE0HDZwjbJKEEaS7w,x4gz
遇见你之前,7.9,https://pan.baidu.com/s/1rmw1oDh2isheNUYTDTxX-w,s1k9
南方车站的聚会,7.4,https://pan.baidu.com/s/1ri-JMYxLy8-MbyY2XaYqLg,rw29
入殓师,8.8,https://pan.baidu.com/s/1RI-5aEBkAkfP9jhYG4M_1g,2333
Hello！树先生,7.9,https://pan.baidu.com/s/1RdV0LzJ4kM0LJ4I9b6tVDA,2333
蜘蛛侠,7.8,https://pan.baidu.com/s/1RCHr779hSFuddOVT2HNtVA,otqn
肖申克的救赎,9.7,https://pan.baidu.com/s/1R48dUUOJ6p9cgOlAH5KlGA,2333
爱你，罗茜,7.5,https://pan.baidu.com/s/1r1YC8BQA07xi8RWvl0cnsA,2333
荒岛余生,8.6,https://pan.baidu.com/s/1r_gfnpbtirIbHe4e9dgn5w,2333
罗曼蒂克消亡史,7.7,https://pan.baidu.com/s/1qZVnYR576qKbAKsjSaQP-Q,n4t1
搏击俱乐部,9.0,https://pan.baidu.com/s/1qWHPvOS?fid=823125988246782,无
功夫熊猫,8.1,https://pan.baidu.com/s/1qVgylYjFu9VZMb7TL0SpgQ,2333
加勒比海盗,8.7,https://pan.baidu.com/s/1QVD4Qy0PmzJsHv779dXcQg,4qdi
萨利机长,8.3,https://pan.baidu.com/s/1qtBfkHwLI_2EtYyNlvnPdg,2333
隧道,7.8,https://pan.baidu.com/s/1Qp7zIfIxihdE3Nh8CKHbIg,2333
我想吃掉你的胰脏,6.9,https://pan.baidu.com/s/1Qo71gJsw2cayiUEnEXr6Vg,02od
心迷宫,8.7,https://pan.baidu.com/s/1qlOXg7kLaeddGXdUMGE_sA,2333
异形：契约,7.4,https://pan.baidu.com/s/1QJXtWWMb5KciaCDKTZJs-g,a0xj
双子杀手,6.9,https://pan.baidu.com/s/1qfEbomZY-PrygIPFy7EzOA,kiua
复仇者联盟,8.2,https://pan.baidu.com/s/1QDNMiCBEJ4ZDoZVrHk-jew,qvh0
霍比特人1：意外之旅,8.3,https://pan.baidu.com/s/1qb15gNc1jeuxQ9zjSPXkeg,i0eq
艺伎回忆录,7.5,https://pan.baidu.com/s/1Q5ydD1NIzzpBnJILUTILaw,2333
精灵旅社3：疯狂假期,6.7,https://pan.baidu.com/s/1Q0jvSMTN6xTtZtPGYG9sMw,2333
雷神3：诸神黄昏,7.4,https://pan.baidu.com/s/1Q_Zht-gUhIq38kNSPhRohw,ucm7
唐人街探案2,6.7,https://pan.baidu.com/s/1PZFEqIL--ivKXUbSlk0obQ,eflm
赛车总动员,7.9,https://pan.baidu.com/s/1pTKQxU6-_RYEcjcmsg2xyg,9a7r
玛丽和马克思,8.9,https://pan.baidu.com/s/1pT2YPDaDqLbR8he-TLTmHg,2333
暮光之城,7.5,https://pan.baidu.com/s/1PRdTo2gA91EXOIst0OHe7w,e1zw
荒蛮故事,8.8,https://pan.baidu.com/s/1PPZQq1kcMK2K7IrnXf3eOQ,1mas
僵尸世界大战,7.5,https://pan.baidu.com/s/1Pl-FAlT-xAdiEFU0imFjeg,2333
活着,9.2,https://pan.baidu.com/s/1PJTv-1poasvO0n8HPs0mZQ,2333
赌侠,7.7,https://pan.baidu.com/s/1PijmUh5GnRy6cEx6eAAa6g,2333
卢旺达饭店,8.9,https://pan.baidu.com/s/1pIbbWoc1Pn8GCwwTtBlMKQ,2333
谍影重重5,7.4,https://pan.baidu.com/s/1PDhXwWMZxRFAel9DdIWY-w,4v45
这个杀手不太冷,9.4,https://pan.baidu.com/s/1pbMtI4AqvaPAKsS3c6mhDA,2333
缝纫机乐队,6.6,https://pan.baidu.com/s/1Pb5LWg2ph6g8_R_cM5itsw,9cff
绿皮书,8.9,https://pan.baidu.com/s/1P7GddRnQ7dy2kIAfXq3bvw,eahn
X战警3：背水一战,7.6,https://pan.baidu.com/s/1p28KwoOn1W2cYdB2KqQZig,263e
东方快车谋杀案,6.9,https://pan.baidu.com/s/1P1lIGM4VYz6OME14bnkZow,2333
叶问4：完结篇,6.9,https://pan.baidu.com/s/1OyHy8x5AsIMciQX4bwtfUw,jtwx
唐人街探案,7.6,https://pan.baidu.com/s/1ovflKephgZXeVkm-SYG8EQ,r8ut
唐人街探案,7.3,https://pan.baidu.com/s/1ovflKephgZXeVkm-SYG8EQ,r8ut
环太平洋：雷霆再起,5.5,https://pan.baidu.com/s/1oV0iFayYAtkgxKAb8S9KGQ,146f
精灵旅社,7.9,https://pan.baidu.com/s/1oRwPBkFhD9y4rAaUQv4gaw,2333
道士下山,5.4,https://pan.baidu.com/s/1orhn6MJBxM_fZm4yZNf5Hw,2333
地球上的星星,8.9,https://pan.baidu.com/s/1oOFjGjXmCU6_iHmGibM2GA,5qkh
超人总动员,8.1,https://pan.baidu.com/s/1oOAGg5tqoP4uLMluca8iPA,2333
后会无期,7.1,https://pan.baidu.com/s/1OLOYNoKyFSDUMdmxYlP_4w,46us
阿凡达,8.7,https://pan.baidu.com/s/1oJRN-rFFTfQjrITMpdIRwA,2333
名侦探柯南：绀青之拳,5.9,https://pan.baidu.com/s/1oJAnAWpfOBOYb90meGWXPA,3jwx
7号房的礼物,8.9,https://pan.baidu.com/s/1oh8gXtMm4bV1BcH2KmsCmw,2333
多哥,8.8,https://pan.baidu.com/s/1oFDunUU6UQq0P6bnn0AiEw,fzx7
一天,7.9,https://pan.baidu.com/s/1O7dxxHXNdKgLneC9dP9PGQ,2333
血观音,8.4,https://pan.baidu.com/s/1O2iKeCm0mTP9YoH_sgEv1g,zggq
太阳照常升起,8.2,https://pan.baidu.com/s/1o_i5YyS8P27i6nllgzPTIQ,2333
天堂电影院,9.2,https://pan.baidu.com/s/1NY6Ab51MtQvbOkvZ6F-o0A,2333
芳华,7.6,https://pan.baidu.com/s/1Nx3lQM0wL96jWQ-65cxcrw,p39d
唐伯虎点秋香,8.6,https://pan.baidu.com/s/1nvr1q9z?fid=32475753833348,无
速度与激情4,7.8,https://pan.baidu.com/s/1Nude-eaHr0ylGcpUI6v8kg,o338
超能陆战队,8.7,https://pan.baidu.com/s/1ntGCdZz?fid=611169916296839,无
花样年华,8.6,https://pan.baidu.com/s/1nr8_qngcngKc8ddhLwu_mQ,2333
两只老虎,6.0,https://pan.baidu.com/s/1nQojAtn7Rb84u8fW3cf3Fg,2333
模仿游戏,8.7,https://pan.baidu.com/s/1NPob81c3hWH6820T61IQdg,2333
低俗小说,8.8,https://pan.baidu.com/s/1NlVNEd2DQ4nPgO3-XHXI4g,2333
发条橙,8.5,https://pan.baidu.com/s/1nLKE4PRiuJt4Tatms77xCA,2333
加勒比海盗3：世界的尽头,8.2,https://pan.baidu.com/s/1Nkho_bPC85CumyHt_BSelw,qfsd
怦然心动,9.1,https://pan.baidu.com/s/1nHs5z1YOBMNEXWej6XZk3g,6y19
真心半解,8.0,https://pan.baidu.com/s/1Ng2NA20f8gdXJmq5mwO6xw,jfa3
西游伏妖篇,5.5,https://pan.baidu.com/s/1Nespsy09aRq9f8NAEYefxA,2333
饥饿游戏3：嘲笑鸟(上),6.1,https://pan.baidu.com/s/1Ne4oK5wxU1VhSAvvr8IuYw&shfl=sha,2333
暮光之城2：新月,6.7,https://pan.baidu.com/s/1nCtoEgHSauCnAjIeC6GbsQ,2333
初恋这件小事,8.4,https://pan.baidu.com/s/1ncc2SfZwDa7fCyg3ohXkOA,2333
隐秘而伟大,7.9,https://pan.baidu.com/s/1nB1r-4E_hvjHT_5H7siegw,2333
流浪地球,7.9,https://pan.baidu.com/s/1NaWBozLuDh1bBtW_yZHA0A,5jiq
钢铁侠,8.3,https://pan.baidu.com/s/1n3_HEs1hj6KUQhQuqJKR0w,8m5z
碟中谍5：神秘国度,7.8,https://pan.baidu.com/s/1MXco2uq4YsFcUuNGdxeE_w,0kbv
那些年，我们一起追的女孩,8.1,https://pan.baidu.com/s/1MW34u0JLZEXH_4TbDff-tg,2333
变形金刚,8.2,https://pan.baidu.com/s/1MtrtkyWKXc1pdKvqQlqJHw,4fyk
指环王1：魔戒再现,9.0,https://pan.baidu.com/s/1MtFVoVCI4vL8n2RfwGdWTA,ne9z
第六感,8.9,https://pan.baidu.com/s/1mtBSkL88RXdIref9XLThPw,2333
少林足球,7.9,https://pan.baidu.com/s/1mRD0_cm5JD4dtBx8pxYMsg,qxd1
大卫·戈尔的一生,8.6,https://pan.baidu.com/s/1MQR8efq4IWc-gI4_kQcaUQ,8fnx
超脱,8.9,https://pan.baidu.com/s/1mqAqbXbriyvWi-ScBLN91w,2333
千钧一发,8.8,https://pan.baidu.com/s/1MnaM7fWtBn5pSGlHIY3slw,2333
杀死比尔2,8.0,https://pan.baidu.com/s/1mkQH5N4jitb30sDi18fxTQ,2333
澳门风云2,5.5,https://pan.baidu.com/s/1miYEDz2Aq7qjG5SVuoWSNg,8s9f
狩猎,9.1,https://pan.baidu.com/s/1ME0Qn7BbhaLiBBO9Aj6u-Q,ypxh
狩猎,7.3,https://pan.baidu.com/s/1ME0Qn7BbhaLiBBO9Aj6u-Q,ypxh
速度与激情3：东京漂移,6.8,https://pan.baidu.com/s/1m5p9oUCBHAjew_aRuRmxcg,qakf
杀破狼·贪狼,7.1,https://pan.baidu.com/s/1M4swljOqugSuXSKA4UoisA,2333
从不，很少，有时，总是,7.6,https://pan.baidu.com/s/1m1PdXhRRrvvfq8247SIARw,5hen
半个喜剧,7.4,https://pan.baidu.com/s/1lZA9U6fkuLCBDz5vs-JU8A,lbts
傲慢与偏见,8.6,https://pan.baidu.com/s/1LPaQruo0Bx_eP_NVwPnCrA,2333
风声,8.2,https://pan.baidu.com/s/1LOPdNl92tVed8pVj-erX-A,ur3r
金刚,7.9,https://pan.baidu.com/s/1Lons9ok5U4f7IBxWBZ66yQ,om8g
冰川时代4,8.1,https://pan.baidu.com/s/1liAPgzOM0T4Zt8bnkPZWPQ,2333
公主日记,7.5,https://pan.baidu.com/s/1lGdWazMLWNfa7sYs85DqiQ,gd6o
贫民窟的百万富翁,8.6,https://pan.baidu.com/s/1LdecH9Wbw6S08IuTmK7Uxw,t784
借东西的小人阿莉埃蒂,8.8,https://pan.baidu.com/s/1ldaDecnLvEcIkmcs9eKlOQ,cit4
地心引力,7.9,https://pan.baidu.com/s/1lApzWFsFOUy1urBnoKnCuA,88jg
极限逃生,7.5,https://pan.baidu.com/s/1l5Jxk3yKYGgwoS3RTcKVxA,2333
幸福终点站,8.8,https://pan.baidu.com/s/1L4_PxC9-I5lQl-clsWZ6ZA,jmbf
爆炸新闻,7.1,https://pan.baidu.com/s/1l2sku-65IxWlLTXO9hDgAg,1sr0
人在囧途,7.7,https://pan.baidu.com/s/1L231ILg4QRhkflJ8zhbJ9g,2333
西西里的美丽传说,8.9,https://pan.baidu.com/s/1Kxj_9yRl2iTXfUNCHLDpQA,2333
罗小黑战记,8.2,https://pan.baidu.com/s/1KuEgxXf3WUbGeg5um7V2CQ,uiat
为奴十二年,8.1,https://pan.baidu.com/s/1KU6BxicMgbkKMrzogB_5mA,s2uy
变形金刚3,7.2,https://pan.baidu.com/s/1krLPL2sn_Wjq791iD6mpjg,e624
非常嫌疑犯,8.6,https://pan.baidu.com/s/1kP7K9i17GmCyDsJtnkAgLQ,2333
美国往事,9.2,https://pan.baidu.com/s/1KnpoZv-nVVD4V87DIgoqzg,2333
二十二,8.7,https://pan.baidu.com/s/1KNHDTOZ8PLFsTNwJmDR1Ow,mcdc
正义联盟,6.5,https://pan.baidu.com/s/1kLe_ij0Z_axjXsFrc8tHSQ,m21r
穿条纹睡衣的男孩,9.1,https://pan.baidu.com/s/1KfNfeVUAWJw6ayl1JbUWYQ,2333
七武士,9.2,https://pan.baidu.com/s/1kDOyFSCt9MBThqGcapVNcA,7u4i
毒液：致命守护者,7.2,https://pan.baidu.com/s/1KD7qkAstPXm7yg4kTmDCqA,jtgb
白日焰火,7.4,https://pan.baidu.com/s/1KAVKsQfiRj4mbTJqL-cZVQ,2333
港囧,5.7,https://pan.baidu.com/s/1kaEOv_IrVpg3nlCH0qbAfQ,2333
绅士们,8.3,https://pan.baidu.com/s/1K7cIXqsvWg4Ilr5iKzs3OA,hr1o
勇敢者游戏2：再战巅峰,6.0,https://pan.baidu.com/s/1k72LkS53KxmllynkP-DSbg,na5q
独立日,8.1,https://pan.baidu.com/s/1k4aFTfg4gkrfpDlS2rjaDg,2333
上帝之城,8.9,https://pan.baidu.com/s/1K3PMKVUIP2RTXB7Sd1KnEQ,fx7e
情人,8.2,https://pan.baidu.com/s/1k3-lxMsvYUfzxlRNKJZOzg,8wrr
爱乐之城,8.4,https://pan.baidu.com/s/1K-mGeFqUSqBl4HEGwqVg4Q,h9to
她,8.4,https://pan.baidu.com/s/1k_QgwNStE7rQIEKdPGmy7Q,2333
玩具总动员,8.4,https://pan.baidu.com/s/1jZ3E7T41fUb1ug_xvyKe-g,2333
黑衣人：全球追缉,5.6,https://pan.baidu.com/s/1jY_pYvDqjLfjA40cY0mqgA,2333
这个男人来自地球,8.5,https://pan.baidu.com/s/1JWvofCqAG65oCeCZ-cBECg,7ntf
伯德小姐,7.9,https://pan.baidu.com/s/1JwRaRjvZIRad0vIJlRWcgg,l4w0
我不是药神,9.0,https://pan.baidu.com/s/1jvYqTiXMPoSzj4QVxf2s9w,n8qa
名侦探柯南：零的执行人,5.8,https://pan.baidu.com/s/1Jvfk6D7ZRAr2mu_jybe2Tw,2333
孟买酒店,8.4,https://pan.baidu.com/s/1Jvd72PWP1GhgWul6Xt5qHg,9728
天才枪手,8.2,https://pan.baidu.com/s/1JV71FqNBKX74ULjx9eXq1g,52wh
美丽人生,9.5,https://pan.baidu.com/s/1jpZuoONo1KG4bE1h9fhsUg,tflr
鬼子来了,9.2,https://pan.baidu.com/s/1jPoFe_1DbBWBUxLl0Zoc-g,2333
布达佩斯大饭店,8.8,https://pan.baidu.com/s/1JNmRqyXx4l11UR64Mtn-ZQ&shfl=sha,2333
血战钢锯岭,8.7,https://pan.baidu.com/s/1JLWHNtstUQnOJtOazqwItA,2333
超人：钢铁之躯,7.1,https://pan.baidu.com/s/1jl7Y_Oj3OEvjSIHbQKk-yw,sag3
恐怖直播,8.8,https://pan.baidu.com/s/1jIzBtB4?fid=809954654088328,无
禁闭岛,8.8,https://pan.baidu.com/s/1JGUAznHWuTd-YwQX9sCi4g,2333
疯狂的外星人,6.4,https://pan.baidu.com/s/1JgjdrINmHqPUi_aBNxFeWA,3374
无敌破坏王,8.7,https://pan.baidu.com/s/1JFd-E0nEzUpNzgev7w6CPw,2333
