标题,rate,链接,提取码
西游伏妖篇,5.5,https://pan.baidu.com/s/1Nespsy09aRq9f8NAEYefxA,2333
37岁,6.3,https://pan.baidu.com/s/1M5GS8N5wml4z2kojRtD4Ag,h84l
风声,8.2,https://pan.baidu.com/s/1LOPdNl92tVed8pVj-erX-A,ur3r
郊游,7.3,https://pan.baidu.com/s/1lIPkJFVEnCwiCSSVZupYeQ,q73c
冈仁波齐,7.7,https://pan.baidu.com/s/1lGp72BCJ1IbnKzLxZiydLA,2333
鬼叫春,5.8,https://pan.baidu.com/s/1lBtp3bWsknKjAShS5Fum2A,jggc
人间·喜剧,3.4,https://pan.baidu.com/s/1LbRxzXqQ57v9pAKCA9fHKw,26k9
人在囧途,7.7,https://pan.baidu.com/s/1L231ILg4QRhkflJ8zhbJ9g,2333
阿虎,6.8,https://pan.baidu.com/s/1KyQEykmMraJYipsBCPPNTw,2333
枕边凶灵,5.8,https://pan.baidu.com/s/1ktfD7Yt4eh3kFWX_DvVS0w,3mg0
白日焰火,7.4,https://pan.baidu.com/s/1KAVKsQfiRj4mbTJqL-cZVQ,2333
大魔术师,6.5,https://pan.baidu.com/s/1K4nJgm7MP3HCZvpD_116Cg,mjbs
游园惊梦,7.7,https://pan.baidu.com/s/1k1WlMQL1qle1N4jkT3GWGQ,2333
盲·道,5.0,https://pan.baidu.com/s/1jyP1ULDrv0ROAtN9lfvWeA,2333
第九分局,5.4,https://pan.baidu.com/s/1jRrgZZab-XHoZuH0C4w1mg,2333
乘风破浪,6.8,https://pan.baidu.com/s/1JESCnSLMZ_79KnWARzwNtA,2333
死亡塔,6.8,https://pan.baidu.com/s/1jDpdMXfYjOqx80M3yDZUaQ,33hl
绣春刀II：修罗战场,7.2,https://pan.baidu.com/s/1j8_xamgSO3yu3YqrGLtx3Q,rwz8
童童的风铃密室,3.1,https://pan.baidu.com/s/1j47v5xYuwl7rg3UGpn-KcQ,2333
廉政第一击,7.0,https://pan.baidu.com/s/1J-rjhEXyp2-nOmrE-8IsiQ,c7v0
雀圣,5.8,https://pan.baidu.com/s/1iqPQDoVx9yXPl_UYDbPaeQ,nrm2
超时空同居,6.9,https://pan.baidu.com/s/1IOyTtrVSXtbCgAxltnEGUg,2333
白发魔女传,7.7,https://pan.baidu.com/s/1IjHUbJVSByfgutZuruaJFA,gjn8
红高粱,8.4,https://pan.baidu.com/s/1IgCFyYWhOdCcEZ_BiJENxQ,os1i
女人，四十,8.9,https://pan.baidu.com/s/1I5Z7qUVo7qFDvq0Yp9SCSw,2333
唐山大兄,7.8,https://pan.baidu.com/s/1hWzX8y2bKVBEIpzM-mM3ow,dj46
东邪西毒,8.6,https://pan.baidu.com/s/1hVx41JGHJfuzwd-00F4q0w,5svj
我的灵魂是爱做的,4.9,https://pan.baidu.com/s/1huRFxZSQpp8dB1-MxVoszQ,jrek
一句顶一万句,6.3,https://pan.baidu.com/s/1hulHKNy,j93u
捉迷藏,5.5,https://pan.baidu.com/s/1HGEfrGMbM3AllvYHxuhVng,ebkx
追凶者也,7.8,https://pan.baidu.com/s/1HBIpMCcdoARNGsTqj6G7-Q,2333
春潮,7.2,https://pan.baidu.com/s/1hBg5rSbvw5C-kedtKluyhQ,jb5a
铜雀台,5.1,https://pan.baidu.com/s/1h2GLHfIj8k3f0xhKm8LXJw,bkgg
机动部队—人性,6.2,https://pan.baidu.com/s/1GwPUgefNTYiixp58MqyCFg,8kpx
志明与春娇,7.9,https://pan.baidu.com/s/1gQA5Zk5CM5cjFev6bTe0VQ,2333
回到中国,5.1,https://pan.baidu.com/s/1gD92aH_bf5kcn-8TMNfEtA,t0or
有种你爱我,4.6,https://pan.baidu.com/s/1gbgQrNNjHaAU8-ORmQePlA,y5vb
白银帝国,6.3,https://pan.baidu.com/s/1g8MZNJMKTSyZJXIqLc8YGQ,2333
人生得意衰尽欢,6.1,https://pan.baidu.com/s/1fr4stPGpvM0z2xKJZ25t7Q,w30p
文雀,6.8,https://pan.baidu.com/s/1fqq4vxeuQGXl083AAQikIQ,auvj
悲伤逆流成河,5.9,https://pan.baidu.com/s/1fI81Igglqb_VOBHo_k5hdw,2333
奇门遁甲,4.4,https://pan.baidu.com/s/1eYqfdE9UwEJhXQcB8ymwTQ,gmtv
猛龙过江,8.4,https://pan.baidu.com/s/1EpHRv1CfWIv8nGdJqDjEzw,ck3t
过埠新娘,6.5,https://pan.baidu.com/s/1elMiPzrO9UFcKAE7Ncn9Zw,n93l
阿飞正传,8.5,https://pan.baidu.com/s/1ElFyY0y_Xl5Eo2XGknM9dQ,jevg
亲爱的,6.4,https://pan.baidu.com/s/1Eck-c7cyCNoRkHC3TDspPA,2333
踏雪寻梅,7.4,https://pan.baidu.com/s/1DQl2561aAOUNgY3DfafYSg,2333
提防小手,6.9,https://pan.baidu.com/s/1dCS7bCxCGMKdIAs4YCwUhw,kwv3
诅咒,5.2,https://pan.baidu.com/s/1DaVSM3Wu4uuxA1wLZwNi6A,riow
蝴蝶,6.8,https://pan.baidu.com/s/1D3s_dLwS-NEc4gavvgrHhw,qy0w
后来的我们,5.9,https://pan.baidu.com/s/1d0Of28m66CQNIiYeX2cGrg,pk5f
江山美人,4.6,https://pan.baidu.com/s/1CyKbYajwFdcsPv6D52wqtQ,u2kz
桃姐,8.3,https://pan.baidu.com/s/1CtY7WfBzT_tui3jGCOQ81w&shfl=shareset,2333
T省的84·85年,8.7,https://pan.baidu.com/s/1CKokRQ0LKP-KZbGa9ztIgQ,b242
大事件,6.7,https://pan.baidu.com/s/1Ch-HAi4YWS8fceDhi4Rj9Q,7cd3
夜半歌声,7.3,https://pan.baidu.com/s/1CFRXCsgTHm2tFQghdfQ9uA&shfl=shareset,2333
龙虎门,5.8,https://pan.baidu.com/s/1Ce1z5tIk27sb0plFbUwZdg,qk66
大佛普拉斯,8.7,https://pan.baidu.com/s/1bQK85MTnz9p9oioqbYRDSw,2333
深夜食堂,5.1,https://pan.baidu.com/s/1bKn0f2f-KfCLd7JcL0We4A,2333
亲爱的新年好,5.7,https://pan.baidu.com/s/1BJ6gWVeFpCFiOCFCFy0R3w,2333
霍元甲,6.8,https://pan.baidu.com/s/1BG1GruKOCjcwiMTJF7NyKg&shfl=sh,2333
三枪拍案惊奇,4.7,https://pan.baidu.com/s/1bCqbDc1tf1_EFbKn0-6MYg,2r5f
范保德,6.7,https://pan.baidu.com/s/1B6ppnsrvUCMke6ljR4FQZA,99gz
精武陈真,,https://pan.baidu.com/s/1ASu_ps5NYcwZiz9glquM3w,2333
叶问3,6.5,https://pan.baidu.com/s/1aFNAH8TDTGpMCEDwW20T-g,2333
功夫厨神,4.6,https://pan.baidu.com/s/1aBTCc7RJou-SHm7iwIfALQ,2333
情圣,6.0,https://pan.baidu.com/s/1aaTTRwJtQgGHsBIwWvWLIQ,2333
妖猫传,6.9,https://pan.baidu.com/s/1a506lS5Rf9p5XiDMXCwPrg,fs4r
中国合伙人2,4.2,https://pan.baidu.com/s/18RtldRiak7gO3sbvNVNKxQ,cohz
最好的我们,5.4,https://pan.baidu.com/s/178JtKFVWIslhyCeEy5Dumg,2333
兄弟,6.4,https://pan.baidu.com/s/16ufL1RxNuBiPKNn2vKjGpA,2333
双旗镇刀客,8.2,https://pan.baidu.com/s/16jgw6hm7S_WpssOVubIVIw,waoy
西虹市首富,6.6,https://pan.baidu.com/s/15UcsU-mPO_N4IQHGYAqVDg,2333
决战食神,4.6,https://pan.baidu.com/s/15msqxYBNgEbv8YWRDEKFsQ,o6ib
三毛流浪记,8.2,https://pan.baidu.com/s/15lXebgIwONzv8Nuw5RERgA,l9ry
倭寇的踪迹,7.2,https://pan.baidu.com/s/15LDrxx5XTKx8t4i4LzZ01g,lrfh
邪不压正,7.0,https://pan.baidu.com/s/15epZVkl5HrBZm_DcuiTXAg,8888
狼牙,6.3,https://pan.baidu.com/s/14M4b_TsQHIca42cLFq61gw,2333
猛龙,5.7,https://pan.baidu.com/s/14KPm3cNYbNTE2v8m5YhidA,6ehx
长城,4.9,https://pan.baidu.com/s/14JNhFoaUaKXit8Xgru8ThA,03x0
来者何人,5.6,https://pan.baidu.com/s/14f2SDwFdpAAGrAFV-Iaxng,2333
囧妈,5.9,https://pan.baidu.com/s/14AAlt0Sa4y4iNmckYSZkHg,ub8r
叶问,7.7,https://pan.baidu.com/s/13RlBiArP8cZo4cb9lNg-0g,99l5
我们天上见,8.7,https://pan.baidu.com/s/13QRWuU-hQrMbmxqjkHcaHQ,2333
化骨龙与千年虫,5.9,https://pan.baidu.com/s/12QsgvfKJwYXi9klQU-N0cQ,cv44	
神偷谍影,6.8,https://pan.baidu.com/s/12_5J6JIVEouEKptLdMPIKw,k4ck
京城81号2,3.8,https://pan.baidu.com/s/11zxzpo7QEbUXeEAauGqXCg,2333
少年班,5.9,https://pan.baidu.com/s/11T-AiYVO21C2P5GeKYf6wA,bmrx
纵横四海,8.8,https://pan.baidu.com/s/119tqIBr2gijQmsIz4yAnAQ,zd4g
武林孤儿,6.9,https://pan.baidu.com/s/10Y2ybBZDaNa94gOHhd0EFA,yiix
六欲天,5.8,https://pan.baidu.com/s/10x17RlBQ2gc8mK-NEXFMwg,w15d
红衣小女孩,5.8,https://pan.baidu.com/s/10q66s6DS-HfyvtHdw9akPw,nm9i
老虎出更2,5.9,https://pan.baidu.com/s/1-LlhHATFKciRS_KwQizYJQ,osb1
头七,6.2,https://pan.baidu.com/s/1-4xKgwLpRbiUHIFN7_8JTg,2333
罪与罚,6.7,https://pan.baidu.com/s/1-1OxJmCFRWwqDCl4zrcRVA,vutn
空天猎,5.0,https://pan.baidu.com/s/1_Xe-7EJpfLLicjxd8sBOuw,1x2i
误杀,7.7,https://pan.baidu.com/s/1_vyZ6j1RpLy_z2e7FatrUg,rzbv
反贪风暴3,5.7,https://pan.baidu.com/s/1_M1vXt50zfbQbgHBhcP-CQ,ne3y
神枪手,5.9,https://pan.baidu.com/s/1_16wOSNMrOKzIvaILoqHog,zurg
