标题,豆瓣评分,链接,提取码
天堂电影院,9.2,https://pan.baidu.com/s/1NY6Ab51MtQvbOkvZ6F-o0A,2333
泰坦尼克号,9.4,https://pan.baidu.com/s/1GfjgPYShkcGL7VDCdinp2w,ohpa
岁月神偷,8.7,https://pan.baidu.com/s/1sKsDhz69XRloZmGsHi_gYw,nefw
素媛,9.2,https://pan.baidu.com/s/1xaL28OjOxtXVtQlSEeZJPg,2333
斯隆女士,8.8,https://pan.baidu.com/s/1AIj6LhtTwb0Ybhe6rrzAmA,u1l9
摔跤吧！爸爸,9.0,https://pan.baidu.com/s/1FfUBqrwLURiKC2GmUXLKfQ,4naa
时空恋旅人,8.7,https://pan.baidu.com/s/1wXd26NJnXZL4JFYRszlbGQ&shfl=shareset,2333
十二怒汉,9.4,https://pan.baidu.com/s/16htJXnwIRE1lO1Hga6SAmA,2333
神探夏洛克：福至如归,9,https://pan.baidu.com/s/1s8wv0jAv4dx6OWgBVbxQ5g,2333
谁先爱上他的,8.6,https://pan.baidu.com/s/16VbDLqHMApbC6uAJ8cRBWg,6avq
少年派的奇幻漂流,9.1,https://pan.baidu.com/s/10fHenvvLvlwA-sz0m3V4OA,hl5e
杀人回忆,8.8,https://pan.baidu.com/s/1qM0LrOGfmFx7zuBRuPGiZQ,qa99
三块广告牌,8.7,https://pan.baidu.com/s/1tVw8aAH3QiGrMRyqLYWvMw,2333
熔炉,9.3,https://pan.baidu.com/s/1T4zl8uRkmxIIj9uLtzPLNw,2333
让子弹飞,8.8,https://pan.baidu.com/s/1bluXgEC1H_zrSaYmu6KG_w,2333
燃烧女子的肖像,8.6,https://pan.baidu.com/s/103eiWWvzPbmERNL9OhRusw,2333
请以你的名字呼唤我,8.9,https://pan.baidu.com/s/1ewSfpnu1pM_NzBs95n76zw,2333
窃听风暴,9.1,https://pan.baidu.com/s/1VwZyo6xhSbU5aT5O4gDJqg,2333
千钧一发,8.8,https://pan.baidu.com/s/1MnaM7fWtBn5pSGlHIY3slw,2333
奇迹男孩,8.6,https://pan.baidu.com/s/17duzj-UcIDRTo0ZgihmVjQ,2333
怦然心动,9.1,https://pan.baidu.com/s/1nHs5z1YOBMNEXWej6XZk3g,6y19
末路狂花,8.8,https://pan.baidu.com/s/1cqVGpi_b8hOIP5YFZNOnEQ,5d0r
模仿游戏,8.7,https://pan.baidu.com/s/1NPob81c3hWH6820T61IQdg,2333
美丽人生,9.5,https://pan.baidu.com/s/1jpZuoONo1KG4bE1h9fhsUg,tflr
乱世佳人,9.3,https://pan.baidu.com/s/1u6j1n7hfqoTcH09q5QA4JQ,wf2a
绿皮书,8.9,https://pan.baidu.com/s/1P7GddRnQ7dy2kIAfXq3bvw,eahn
浪客剑心,8.9,https://pan.baidu.com/s/1Nc6lCofr2LX72kxnQbwPGw,2333
控方证人,9.5,https://pan.baidu.com/s/10uLBsfHnrypMyToOO28vzQ,l3dr
恐怖直播,8.8,https://pan.baidu.com/s/1jIzBtB4?fid=809954654088328,无
看不见的客人,8.8,https://pan.baidu.com/s/12nmzY2CVYYM2m1u-cWTdbw,4f7r
禁闭岛,8.8,https://pan.baidu.com/s/1JGUAznHWuTd-YwQX9sCi4g,2333
借东西的小人阿莉埃蒂,8.8,https://pan.baidu.com/s/1ldaDecnLvEcIkmcs9eKlOQ,cit4
教父,9.3,https://pan.baidu.com/s/1-yBp6fC2iDqiXlqnof-9pA,r0xh
活着,9.2,https://pan.baidu.com/s/1PJTv-1poasvO0n8HPs0mZQ,2333
婚姻故事,8.6,https://pan.baidu.com/s/1dIT9mvMW-SRY0_U2lzM0BA,ndqp
蝴蝶效应,8.8,https://pan.baidu.com/s/1zfNG1fZ3fMR8bSAmA_rl0Q,2333
红辣椒,9,https://pan.baidu.com/s/1Ww2P0SMMb7AFTXtQBoA-Cg,xpv4
黑天鹅,8.6,https://pan.baidu.com/s/1WGqQ9Gw5m5DSUFa3ZT9NKQ,bz1d
黑镜：圣诞特别篇,9.1,https://pan.baidu.com/s/1gxQxtN3adbGfcup9dZFQFQ,lasn
何以为家,9.1,https://pan.baidu.com/s/1iSxdv3B-0IwV8lDBZKRVVQ,zjr8
海上钢琴师,9.3,https://pan.baidu.com/s/1dUQV6V7phr9U1UJGeiV5EA,2333
海街日记,8.8,https://pan.baidu.com/s/1iG9K3rje8nErxivfzhODAw,2333
海蒂和爷爷,9.2,https://pan.baidu.com/s/1cHWYn1bTtpGkfb45PExJxg,0yif
鬼子来了,9.2,https://pan.baidu.com/s/1jPoFe_1DbBWBUxLl0Zoc-g,2333
共同警备区,8.8,https://pan.baidu.com/s/1qbnTsaww4X_MabAYChoQfg,2333
疯狂原始人,8.7,https://pan.baidu.com/s/1BrEJ44iEnpItiIyz4lywqg,2333
放牛班的春天,9.3,https://pan.baidu.com/s/14cYp-qO7h0fNtbrbYiqgjA,2333
谍影重重3,8.8,https://pan.baidu.com/s/1gOEfllAdtZmI-vQLeYWEtw,2333
电话谋杀案,8.8,https://pan.baidu.com/s/14TOT72OW6y7sy4haHz8kSg,7bx6
第六感,8.9,https://pan.baidu.com/s/1mtBSkL88RXdIref9XLThPw,2333
盗梦空间,9.3,https://pan.baidu.com/s/1FurbcZQ3g0DhMU-441_DUw,2333
大佛普拉斯,8.7,https://pan.baidu.com/s/1bQK85MTnz9p9oioqbYRDSw,2333
触不可及,9.2,https://pan.baidu.com/s/1ZNb6pDDwGdUqISW2FKeSMg,2333
楚门的世界,9.3,https://pan.baidu.com/s/19dmcmIlaPYTD85d-zqmT1A,2333
沉默的羔羊,8.8,https://pan.baidu.com/s/1U5gBhMT2b6dGUDMtIEM8Vw,2333
超脱,8.9,https://pan.baidu.com/s/1mqAqbXbriyvWi-ScBLN91w,2333
布达佩斯大饭店,8.8,https://pan.baidu.com/s/1JNmRqyXx4l11UR64Mtn-ZQ&shfl=sha,2333
搏击俱乐部,9.0,https://pan.baidu.com/s/1qWHPvOS?fid=823125988246782,无
波西米亚狂想曲,8.7,https://pan.baidu.com/s/1aa122vBcaS77zYqvqfX2Zg,hmq4
辩护人,9.2,https://pan.baidu.com/s/1mhIC1C0?fid=447985001649366,无
蝙蝠侠：黑暗骑士崛起,8.8,https://pan.baidu.com/s/1SLXRG-9Cm7Ll-xZ2_O3fHg,5hr0
蝙蝠侠：黑暗骑士,9.2,https://pan.baidu.com/s/1ig-vhBM_585CYFr2H2PV-Q,7rls
被解救的姜戈,8.7,https://pan.baidu.com/s/1IosEjvvPB2czEFZbc1IJzw,2333
霸王别姬,9.6,https://pan.baidu.com/s/18DYQBrCURZZFsm8iklrGzQ,2333
阿甘正传,9.5,https://pan.baidu.com/s/1iZPtsyMjMQ7fQcs_U2xpYA,bb1u
82年生的金智英,8.6,https://pan.baidu.com/s/1jBhjLKrrHCNTmnqOSBlgNg,pky1
7号房的礼物,8.9,https://pan.baidu.com/s/1oh8gXtMm4bV1BcH2KmsCmw,2333
2001太空漫游,8.8,https://pan.baidu.com/s/1MLdYMrvUrdQkyvpJ5X_JZw,0gpc
绅士们,8.3,https://pan.baidu.com/s/1K7cIXqsvWg4Ilr5iKzs3OA,hr1o
