标题,rate,链接,提取码
蜂鸟,7.9,https://pan.baidu.com/s/1TbttmXcw3qfOtONGSzSvtg,2333
活埋,7.9,https://pan.baidu.com/s/1sx6amJn4SWXSBaAuF-4LKw,n843
狂怒,7.9,https://pan.baidu.com/s/1psAUkCC1WUMMTCbzO5NglQ,2333
大开眼戒,7.9,https://pan.baidu.com/s/1OL9IThyjpbO6c_uFL0gH3A,bjfc
推拿,7.9,https://pan.baidu.com/s/1NAEhPoKW9C4KbU2wPVM8TQ,2jv1
伯德小姐,7.9,https://pan.baidu.com/s/1JwRaRjvZIRad0vIJlRWcgg,l4w0
珍珠港,7.9,https://pan.baidu.com/s/1i4iUF2iR5LF8_XNdQlgONg,2333
天下无贼,7.9,https://pan.baidu.com/s/1HQWqMDjfH1O5hxI2tnxSdA,bimc
了不起的盖茨比,7.9,https://pan.baidu.com/s/1bMSjfq5hxMgdJ78_bnZy_w,2333
激战,7.9,https://pan.baidu.com/s/1bJVxR7QJwKTjXoUxloJlBg,2333
山河故人,7.9,https://pan.baidu.com/s/1aMQjfZEH7yIqpj33QUjzQA,2333
裁缝,7.9,https://pan.baidu.com/s/19CqQvqjFHcC6abhneHSk5Q,00so
与神同行：罪与罚,7.8,https://pan.baidu.com/s/1yocEz3MPm1iqtAO9upXJzg,gdf9
危机13小时,7.8,https://pan.baidu.com/s/1xCXiTAIwdyjecpcQQGARFQ,2333
奇幻森林,7.8,https://pan.baidu.com/s/1uEfhhNF2qaGteW72QbkbPg,k0qw
看见恶魔,7.8,https://pan.baidu.com/s/1TgsTqeCH0cSOESGOroRKjA,pxmw
潘神的迷宫,7.8,https://pan.baidu.com/s/1QY_sH2l6KXiC3Hb9qj4NHQ,q7gx
戴珍珠耳环的少女,7.8,https://pan.baidu.com/s/1N79Vq3L0MvSMoe0iEg79PQ,ce3e
柳烈的音乐专辑,7.8,https://pan.baidu.com/s/1mvAERxF6n1tGAelXbdk8Bg,2333
木乃伊,7.8,https://pan.baidu.com/s/1K89jY4Hnu2MTjRXEBshz2Q,2333
落叶归根,7.8,https://pan.baidu.com/s/1HTsEk5Pp1KXCobDegUPp4w,2h3y
洛丽塔,7.8,https://pan.baidu.com/s/1hJbd6NpBBXDaIDNrH9hMkg,2333
追凶者也,7.8,https://pan.baidu.com/s/1HBIpMCcdoARNGsTqj6G7-Q,2333
看不见的女人,7.8,https://pan.baidu.com/s/1grtvqoqzQrDxtERD3aicKg,tkhx
布鲁克林,7.8,https://pan.baidu.com/s/14H3_3RHUZuOUtCec1sbYnw,klzy
神奇动物在哪里,7.8,https://pan.baidu.com/s/12wAinOHf20nY3mqidQSj1g,fmeo
午夜巴塞罗那,7.8,https://pan.baidu.com/s/10p_oE2Ugn9MLA8swtwY6-g,2333
一条狗的使命,7.7,https://pan.baidu.com/s/1yzW3wqvhGdeVljlu1qqZcg,h15k
理发师陶德,7.7,https://pan.baidu.com/s/1W60dDLtG7ZCfI_kWKqKj2Q,2333
过春天,7.7,https://pan.baidu.com/s/1umUaK1FvMkTZwSOAF4HTSg,iwow
流感,7.7,https://pan.baidu.com/s/1T6PYBeGwMBWjyFVX_WFi_w,2333
赌侠,7.7,https://pan.baidu.com/s/1PijmUh5GnRy6cEx6eAAa6g,2333
惊天魔盗团,7.7,https://pan.baidu.com/s/1o89ixMa?fid=796826062677969,无
时间旅行者的妻子,7.7,https://pan.baidu.com/s/1hIpsv7q2RB2KaqiMaLLMyw,9v5x
触不可及(美版),7.7,https://pan.baidu.com/s/1BJKNSJTdlXmR0B8wKhh53w,2333
马戏之王,7.7,https://pan.baidu.com/s/10ACA4rsc3Kg_MuRPaiCDhQ,bdl8
误杀,7.7,https://pan.baidu.com/s/1_vyZ6j1RpLy_z2e7FatrUg,rzbv
老炮儿,7.7,https://pan.baidu.com/s/1_Uge-COn49wsY21SJIHArg,2333
七月与安生,7.6,https://v.qq.com/x/cover/q8742fxhp6pj7zv/f0022mh8cz3.html,无
猩球崛起2：黎明之战,7.6,https://pan.baidu.com/s/1vG0qQMsVVRntFsMqQN1dlQ,73n3
一个都不能少,7.6,https://pan.baidu.com/s/1pl4ej-zcAjnpAMPBcx7_lQ,n7tw
芳华,7.6,https://pan.baidu.com/s/1Nx3lQM0wL96jWQ-65cxcrw,p39d
亲切的金子,7.6,https://pan.baidu.com/s/1nGDUwAMz8mskN5YNxarKOw,u7cy
机械师,7.6,https://pan.baidu.com/s/1Lnn7co8WKfM-534iiFccYA,2333
中南海保镖,7.6,https://pan.baidu.com/s/1K4qkwHg_lU_qooW_c5tqMQ,2333
蓝莓之夜,7.6,https://pan.baidu.com/s/1EdSYy32sKSOLX0WsuvoAVA,vfgm
2046,7.6,https://pan.baidu.com/s/1e-qxF1M-0LShJMcMGUxpow,nv2x
中国合伙人,7.6,https://pan.baidu.com/s/1CqLx1UInBy-gOW8EDllZWw,pq67
逃离比勒陀利亚,7.6,https://pan.baidu.com/s/15WwRFon8XfOq4YjbClg36A,mgfh
绣春刀,7.6,https://pan.baidu.com/s/148Rxv2U9vHb_x9Jy3w3jMQ,3yvp
骗子,7.5,https://pan.baidu.com/s/1xMJV0hf64uvF0j8Lud0_Qw,2333
南京！南京！,7.5,https://pan.baidu.com/s/1tb9XP6Qjc-hmtoF3po2ZKg,wxf9
暮光之城,7.5,https://pan.baidu.com/s/1PRdTo2gA91EXOIst0OHe7w,e1zw
海角七号,7.5,https://pan.baidu.com/s/1lTJFGZyUtvi4t2wVn3qd-Q,hu8i
水果硬糖,7.5,https://pan.baidu.com/s/1lEKKeLqbpwF74JEqCu6UQg,g0kb
鼠来宝,7.5,https://pan.baidu.com/s/1LdVjbHorwG9j8n3UuE58yA,oh2w
新宿事件,7.5,https://pan.baidu.com/s/1KKPIw-k3q13Wc1a-G-Fb7w,2333
头文字D,7.5,https://pan.baidu.com/s/1ErJiXkOYlpfUBxX9GvPWMQ,2333
朱迪,7.5,https://pan.baidu.com/s/1a0X5Atz9O1y5Ln6ZXar20Q,dhoh
雪国列车,7.5,https://pan.baidu.com/s/17E6OKPiaRndzGNIaMYy4pQ,2333
寒战,7.5,https://pan.baidu.com/s/11rhKxABZB6-e0o6ZEaIv_Q,2333
我控诉,7.4,https://pan.baidu.com/s/1zLippPs62Df4HMXHI6ry5w,nfzk
宝贝计划,7.4,https://pan.baidu.com/s/1zHKPDFcDaILAoy7p2STSNg,mmvn
寻龙诀,7.4,https://pan.baidu.com/s/1Tmd10rNyL6DwOn-t7cJUJQ,2333
浮城谜事,7.4,https://pan.baidu.com/s/1slaSMWDTBH6P34P5hZZbkQ,xkow
狮子王,7.4,https://pan.baidu.com/s/1SCcuxOOSF7aEFANQZcVc5A,c4q7
温蒂妮,7.4,https://pan.baidu.com/s/1rRvHYc2vtR4sd5ESIRGp6w,mc7j
杀破狼,7.4,https://pan.baidu.com/s/1o3yULV8_tlw8C3CEyPvyxQ,2333
白日焰火,7.4,https://pan.baidu.com/s/1KAVKsQfiRj4mbTJqL-cZVQ,2333
纳尼亚传奇1：狮子、女巫和魔衣橱,7.4,https://pan.baidu.com/s/1cPCOJgrIviTvqiNBcBeiAw,2333
羞耻,7.3,https://pan.baidu.com/s/1Za2UyrYcYSw6GQiyM0nFGw,9t99
好莱坞往事,7.3,https://pan.baidu.com/s/1WE0wEmrysZg5bXm4b9llSA,jyku
重返十七岁,7.3,https://pan.baidu.com/s/1Qht_Ccy57FSYd9fyejSM0w,e6f0
手机,7.3,https://pan.baidu.com/s/1JFwHvzIBZp9RAKBNCnZ22A,2333
你好世界,7.3,https://pan.baidu.com/s/1cyMa_jM7e2u7CccZlTHcmw,mvb9
别告诉她,7.3,https://pan.baidu.com/s/1Au0LcrRpL48bLYQEA4aciA,wr7h
无间道风云,7.3,https://pan.baidu.com/s/1-GSl1UNQqvhS0_j63jyClw,2333
影,7.2,https://pan.baidu.com/s/1yVZ-5bPuZUoflVk-MTscfQ,llw6
动物世界,7.2,https://pan.baidu.com/s/1SSDP_LpxroGbopAKHhoDRg,2333
生死之墙,7.2,https://pan.baidu.com/s/1l_aB3dOj_0qTtxMa6s0Q_g,f4ws
绣春刀II：修罗战场,7.2,https://pan.baidu.com/s/1j8_xamgSO3yu3YqrGLtx3Q,rwz8
春潮,7.2,https://pan.baidu.com/s/1hBg5rSbvw5C-kedtKluyhQ,jb5a
佩小姐的奇幻城堡,7.2,https://pan.baidu.com/s/1cY4CL_kx6gH_vA6vnukjHg,yjx9
花椒之味,7.2,https://pan.baidu.com/s/14DXbsPTm28uSYW7RsRVqcA,2333
送我上青云,7.1,https://pan.baidu.com/s/1zM8qvVct3scAgXUp0VpgsA,2333
记忆大师,7.1,https://pan.baidu.com/s/1sTuWVuPzdZQRSj_q3dml1w,cuez
后会无期,7.1,https://pan.baidu.com/s/1OLOYNoKyFSDUMdmxYlP_4w,46us
生吃,7.1,https://pan.baidu.com/s/1AwJHlqhEdCJS2N4VuBFxag,2pud
被光抓走的人,7.0,https://pan.baidu.com/s/1ZtsRgXSMVsFfMi7LflVt3g,rtgk
寒战2,7.0,https://pan.baidu.com/s/1iTvqGCpdDRm0nvDrjpFC7w,2333
暮光之城4：破晓(下),7.0,https://pan.baidu.com/s/1dMPPavllGGFXnyA4XNQ6HQ,2333
镰仓物语,7.0,https://pan.baidu.com/s/1d2g29Og5-VTheQj59eA08w,4lia
邪不压正,7.0,https://pan.baidu.com/s/15epZVkl5HrBZm_DcuiTXAg,8888
暴力街区,7.0,https://pan.baidu.com/s/10Ty_MYMkc_IkmdSxLW7VcA,ieo5
猩球崛起3：终极之战,6.9,https://pan.baidu.com/s/1V3GuRXSwWDjikv8jvmgoTw,2333
叶问4：完结篇,6.9,https://pan.baidu.com/s/1OyHy8x5AsIMciQX4bwtfUw,jtwx
妖猫传,6.9,https://pan.baidu.com/s/1a506lS5Rf9p5XiDMXCwPrg,fs4r
乘风破浪,6.8,https://pan.baidu.com/s/1JESCnSLMZ_79KnWARzwNtA,2333
绝代艳后,6.8,https://pan.baidu.com/s/1gdTvJbl?fid=1061974771301827,2333
飓风营救2,6.8,https://pan.baidu.com/s/1G-zWHvJiB28P6S1CIOgHyA,2333
惊天魔盗团2,6.8,https://pan.baidu.com/s/1DNSq6iHMlkECii8R5DoQ4A,2333
少年巴比伦,6.8,https://pan.baidu.com/s/1AXMQy5OsykgrX1dAxQvrRA,iywt
铁线虫入侵,6.8,https://pan.baidu.com/s/1_9WcZ7wddumJizyBANKgPA,2333
你好，之华,6.7,https://pan.baidu.com/s/1XPIEBukaz3H5dFCdJ_4tKQ,2333
画皮,6.7,https://pan.baidu.com/s/1u7eaTW0l3fOXbpNWGSlFcw,4pb3
暮光之城3：月食,6.7,https://pan.baidu.com/s/1t4snGThZkyI6RCKCSJLRTg,2333
小Q,6.7,https://pan.baidu.com/s/1CrrKvQNoW08x67Yx1mBx4A,wtjr
暮光之城4：破晓(上),6.7,https://pan.baidu.com/s/11ttwyZwmUsEEBQa2AHKg6A,2333
苹果,6.6,https://pan.baidu.com/s/1lQtbIcm3GWkcI9LoEwsk8w,2333
武侠,6.6,https://pan.baidu.com/s/1Idna1KELRas06c__bCWgmg,2333
赌城大亨之新哥传奇,6.6,https://pan.baidu.com/s/1ayQZjcQwATIxbCZgWZYBxQ,j971
烈火英雄,6.5,https://pan.baidu.com/s/1EpM50AuJw5YVjKKpWpgkyw,2333
叶问3,6.5,https://pan.baidu.com/s/1aFNAH8TDTGpMCEDwW20T-g,2333
赌城大亨II之至尊无敌,6.5,https://pan.baidu.com/s/19v_X3k-mA5-TM0NMkm1b0w,krbt
只有芸知道,6.4,https://pan.baidu.com/s/1t12tHZ85avkAodej5kO_Lw,9hpx
嫌疑人X的献身,6.4,https://pan.baidu.com/s/1fH2OuBDZH4KsUH-0GP1tuA,mcie
王者天下,6.4,https://pan.baidu.com/s/1CaRZYHZ5pYsLh5SrKDBNDg,2333
白鹿原,6.4,https://pan.baidu.com/s/19YOpuzT9gEiwUwWyQOg72A,2333
银河补习班,6.3,https://pan.baidu.com/s/1Ec9O1B66RnbpKKAMRBN6XA,2333
十面埋伏,6.2,https://pan.baidu.com/s/1i4vkv9D3EWkQpQAGdnLvpA,2333
珍品,6.2,https://pan.baidu.com/s/1eDY6rMbMSljrhU6xnG74Jw,rndu
赤道,6.2,https://pan.baidu.com/s/1DJciD_-g9Yx4MWPMRIp2BA,2333
人间失格：太宰治和三个女人们,6.1,https://pan.baidu.com/s/1yE83kCVVQS5iJzVZcmsjTw,ssi2
宠爱,6.0,https://pan.baidu.com/s/1Izzo7ZDFzT2xqgHph6IzDw,21qp
夜宴,5.9,https://pan.baidu.com/s/1Z2BVzkqlgwpzevWYzDfFgA,2333
悲伤逆流成河,5.9,https://pan.baidu.com/s/1fI81Igglqb_VOBHo_k5hdw,2333
后来的我们,5.9,https://pan.baidu.com/s/1d0Of28m66CQNIiYeX2cGrg,pk5f
亲爱的新年好,5.7,https://pan.baidu.com/s/1BJ6gWVeFpCFiOCFCFy0R3w,2333
你是凶手,5.7,https://pan.baidu.com/s/19TF7gDM6i03-vwGOg8vreg,au29
叶问外传：张天志,5.6,https://pan.baidu.com/s/1ok6BlxqSFSS_2gmdc4P_xw,pfe2
左耳,5.6,https://pan.baidu.com/s/1bp3kD0ISC7sDqr8JG9OZTA,2333
烟花,5.5,https://pan.baidu.com/s/1EI0KNRvmngoQysulsuVrXw,kevi
摩登年代,5.5,https://pan.baidu.com/s/18VFLxcx30grQy4MwTPg31Q,2333
无极,5.4,https://pan.baidu.com/s/1vAANWzytjTvAk25N4Y9MGw,yu99
奇门遁甲,5.4,https://pan.baidu.com/s/1eYqfdE9UwEJhXQcB8ymwTQ,gmtv
大约在冬季,5.2,https://pan.baidu.com/s/1ziHwz3iA1f2WEh3_TwR2NA,8np2
小小的愿望,5.1,https://pan.baidu.com/s/1HRrhTTeKZ0IRcawUR2gAGw,macd
深夜食堂,5.1,https://pan.baidu.com/s/1bKn0f2f-KfCLd7JcL0We4A,2333
空天猎,5.0,https://pan.baidu.com/s/1_Xe-7EJpfLLicjxd8sBOuw,1x2i
卡彭,4.9,https://pan.baidu.com/s/1YmrHkijZzbd5hi_7iZMtWw,wy12
京城81号,4.8,https://pan.baidu.com/s/1WVggWxQM1nGEqMI1JezQ9w,2333
画壁,4.7,https://pan.baidu.com/s/1qmjpJz7FdG0_51Mc-euyaA,59qz
机器之血,4.7,https://pan.baidu.com/s/10Zm2wcOnwA-kEftSVttJmA,vn6e
