标题,rate,链接,提取码
复仇者联盟,8.2,https://pan.baidu.com/s/1QDNMiCBEJ4ZDoZVrHk-jew,qvh0
霍比特人1：意外之旅,8.3,https://pan.baidu.com/s/1qb15gNc1jeuxQ9zjSPXkeg,i0eq
艺伎回忆录,7.5,https://pan.baidu.com/s/1Q5ydD1NIzzpBnJILUTILaw,2333
精灵旅社3：疯狂假期,6.7,https://pan.baidu.com/s/1Q0jvSMTN6xTtZtPGYG9sMw,2333
雷神3：诸神黄昏,7.4,https://pan.baidu.com/s/1Q_Zht-gUhIq38kNSPhRohw,ucm7
唐人街探案2,6.7,https://pan.baidu.com/s/1PZFEqIL--ivKXUbSlk0obQ,eflm
赛车总动员,7.9,https://pan.baidu.com/s/1pTKQxU6-_RYEcjcmsg2xyg,9a7r
玛丽和马克思,8.9,https://pan.baidu.com/s/1pT2YPDaDqLbR8he-TLTmHg,2333
暮光之城,7.5,https://pan.baidu.com/s/1PRdTo2gA91EXOIst0OHe7w,e1zw
荒蛮故事,8.8,https://pan.baidu.com/s/1PPZQq1kcMK2K7IrnXf3eOQ,1mas
僵尸世界大战,7.5,https://pan.baidu.com/s/1Pl-FAlT-xAdiEFU0imFjeg,2333
活着,9.2,https://pan.baidu.com/s/1PJTv-1poasvO0n8HPs0mZQ,2333
赌侠,7.7,https://pan.baidu.com/s/1PijmUh5GnRy6cEx6eAAa6g,2333
卢旺达饭店,8.9,https://pan.baidu.com/s/1pIbbWoc1Pn8GCwwTtBlMKQ,2333
谍影重重5,7.4,https://pan.baidu.com/s/1PDhXwWMZxRFAel9DdIWY-w,4v45
这个杀手不太冷,9.4,https://pan.baidu.com/s/1pbMtI4AqvaPAKsS3c6mhDA,2333
缝纫机乐队,6.6,https://pan.baidu.com/s/1Pb5LWg2ph6g8_R_cM5itsw,9cff
绿皮书,8.9,https://pan.baidu.com/s/1P7GddRnQ7dy2kIAfXq3bvw,eahn
X战警3：背水一战,7.6,https://pan.baidu.com/s/1p28KwoOn1W2cYdB2KqQZig,263e
东方快车谋杀案,6.9,https://pan.baidu.com/s/1P1lIGM4VYz6OME14bnkZow,2333
叶问4：完结篇,6.9,https://pan.baidu.com/s/1OyHy8x5AsIMciQX4bwtfUw,jtwx
唐人街探案,7.6,https://pan.baidu.com/s/1ovflKephgZXeVkm-SYG8EQ,r8ut
唐人街探案,7.3,https://pan.baidu.com/s/1ovflKephgZXeVkm-SYG8EQ,r8ut
环太平洋：雷霆再起,5.5,https://pan.baidu.com/s/1oV0iFayYAtkgxKAb8S9KGQ,146f
精灵旅社,7.9,https://pan.baidu.com/s/1oRwPBkFhD9y4rAaUQv4gaw,2333
道士下山,5.4,https://pan.baidu.com/s/1orhn6MJBxM_fZm4yZNf5Hw,2333
地球上的星星,8.9,https://pan.baidu.com/s/1oOFjGjXmCU6_iHmGibM2GA,5qkh
超人总动员,8.1,https://pan.baidu.com/s/1oOAGg5tqoP4uLMluca8iPA,2333
后会无期,7.1,https://pan.baidu.com/s/1OLOYNoKyFSDUMdmxYlP_4w,46us
阿凡达,8.7,https://pan.baidu.com/s/1oJRN-rFFTfQjrITMpdIRwA,2333
名侦探柯南：绀青之拳,5.9,https://pan.baidu.com/s/1oJAnAWpfOBOYb90meGWXPA,3jwx
7号房的礼物,8.9,https://pan.baidu.com/s/1oh8gXtMm4bV1BcH2KmsCmw,2333
多哥,8.8,https://pan.baidu.com/s/1oFDunUU6UQq0P6bnn0AiEw,fzx7
一天,7.9,https://pan.baidu.com/s/1O7dxxHXNdKgLneC9dP9PGQ,2333
血观音,8.4,https://pan.baidu.com/s/1O2iKeCm0mTP9YoH_sgEv1g,zggq
太阳照常升起,8.2,https://pan.baidu.com/s/1o_i5YyS8P27i6nllgzPTIQ,2333
天堂电影院,9.2,https://pan.baidu.com/s/1NY6Ab51MtQvbOkvZ6F-o0A,2333
芳华,7.6,https://pan.baidu.com/s/1Nx3lQM0wL96jWQ-65cxcrw,p39d
唐伯虎点秋香,8.6,https://pan.baidu.com/s/1nvr1q9z?fid=32475753833348,无
速度与激情4,7.8,https://pan.baidu.com/s/1Nude-eaHr0ylGcpUI6v8kg,o338
超能陆战队,8.7,https://pan.baidu.com/s/1ntGCdZz?fid=611169916296839,无
花样年华,8.6,https://pan.baidu.com/s/1nr8_qngcngKc8ddhLwu_mQ,2333
两只老虎,6.0,https://pan.baidu.com/s/1nQojAtn7Rb84u8fW3cf3Fg,2333
模仿游戏,8.7,https://pan.baidu.com/s/1NPob81c3hWH6820T61IQdg,2333
低俗小说,8.8,https://pan.baidu.com/s/1NlVNEd2DQ4nPgO3-XHXI4g,2333
发条橙,8.5,https://pan.baidu.com/s/1nLKE4PRiuJt4Tatms77xCA,2333
加勒比海盗3：世界的尽头,8.2,https://pan.baidu.com/s/1Nkho_bPC85CumyHt_BSelw,qfsd
怦然心动,9.1,https://pan.baidu.com/s/1nHs5z1YOBMNEXWej6XZk3g,6y19
真心半解,8.0,https://pan.baidu.com/s/1Ng2NA20f8gdXJmq5mwO6xw,jfa3
西游伏妖篇,5.5,https://pan.baidu.com/s/1Nespsy09aRq9f8NAEYefxA,2333
饥饿游戏3：嘲笑鸟(上),6.1,https://pan.baidu.com/s/1Ne4oK5wxU1VhSAvvr8IuYw&shfl=sha,2333
暮光之城2：新月,6.7,https://pan.baidu.com/s/1nCtoEgHSauCnAjIeC6GbsQ,2333
初恋这件小事,8.4,https://pan.baidu.com/s/1ncc2SfZwDa7fCyg3ohXkOA,2333
隐秘而伟大,7.9,https://pan.baidu.com/s/1nB1r-4E_hvjHT_5H7siegw,2333
流浪地球,7.9,https://pan.baidu.com/s/1NaWBozLuDh1bBtW_yZHA0A,5jiq
钢铁侠,8.3,https://pan.baidu.com/s/1n3_HEs1hj6KUQhQuqJKR0w,8m5z
碟中谍5：神秘国度,7.8,https://pan.baidu.com/s/1MXco2uq4YsFcUuNGdxeE_w,0kbv
那些年，我们一起追的女孩,8.1,https://pan.baidu.com/s/1MW34u0JLZEXH_4TbDff-tg,2333
变形金刚,8.2,https://pan.baidu.com/s/1MtrtkyWKXc1pdKvqQlqJHw,4fyk
指环王1：魔戒再现,9.0,https://pan.baidu.com/s/1MtFVoVCI4vL8n2RfwGdWTA,ne9z
第六感,8.9,https://pan.baidu.com/s/1mtBSkL88RXdIref9XLThPw,2333
少林足球,7.9,https://pan.baidu.com/s/1mRD0_cm5JD4dtBx8pxYMsg,qxd1
大卫·戈尔的一生,8.6,https://pan.baidu.com/s/1MQR8efq4IWc-gI4_kQcaUQ,8fnx
超脱,8.9,https://pan.baidu.com/s/1mqAqbXbriyvWi-ScBLN91w,2333
千钧一发,8.8,https://pan.baidu.com/s/1MnaM7fWtBn5pSGlHIY3slw,2333
杀死比尔2,8.0,https://pan.baidu.com/s/1mkQH5N4jitb30sDi18fxTQ,2333
澳门风云2,5.5,https://pan.baidu.com/s/1miYEDz2Aq7qjG5SVuoWSNg,8s9f
为美好的世界献上祝福！红传说,8.6,https://pan.baidu.com/s/1wOvTgB4-REDVAjW9je6IPg,8vjt
贝奥武夫,6.7,https://pan.baidu.com/s/1wGtMtcqcWFd7UXjGKj7hDQ,tfcl
阿基拉,8.5,https://pan.baidu.com/s/1WG7aDv6RRPizrnEv8fyU8A,2333
神奇女侠,6.9,https://pan.baidu.com/s/1Wa1DK4c6Arpb12AdRNl5Tg,jimb
起风了,8.1,https://pan.baidu.com/s/1vrSgld8FwEfMp_pxOyP87A,w171
头脑特工队,8.7,https://pan.baidu.com/s/1VocBEZXepDQT_8kZr4CwaQ,2333
亚瑟和他的迷你王国2,6.5,https://pan.baidu.com/s/1vHmYB6f_3K4GObB9SCrIOQ,hixh
哥斯拉：决战之都,6.7,https://pan.baidu.com/s/1v1r_ttoZlL_BXctsebcm5Q,2333
你的名字。,8.4,https://pan.baidu.com/s/1urHb83QG1CS5zmqZ8Z_Jjg,e31t
小王子,8.2,https://pan.baidu.com/s/1uQVmxVXL4WaJ9O3CmDhiPQ,pdsz
魔女宅急便,8.6,https://pan.baidu.com/s/1UMi8AXTR1LSxsVBZgDxroA,jyld
哪吒之魔童降世,8.5,https://pan.baidu.com/s/1ULee8__Bkw8r7D-a4zIlrQ,2333
克劳斯：圣诞节的秘密,8.7,https://pan.baidu.com/s/1UlAs-skBP-4vnDk0MFwvOg,2333
悬崖上的金鱼姬,8.5,https://pan.baidu.com/s/1UhXzwHWCxrJcxzlBbjRD_g,8j3i
春田花花同学会,6.2,https://pan.baidu.com/s/1UHGF1nxJUKzINXMT1iB2DA,2333
