标题,豆瓣评分,链接,提取码
悲惨世界,8.6,https://pan.baidu.com/s/1W5qPMNy_gTT7napqzyGxBA,2333
自由坠落,7.8,https://pan.baidu.com/s/1w5C2CuuqCQzkM9bD1MXxhw,8jn4
在切瑟尔海滩上,7.3,https://pan.baidu.com/s/1W3N4aXwTPVySTstHouG03Q,2333
断背山,8.8,https://pan.baidu.com/s/1W_pvpiow0d9QC6t9s3dm6Q,2333
起风了,8.1,https://pan.baidu.com/s/1vrSgld8FwEfMp_pxOyP87A,w171
三峡好人,8.2,https://pan.baidu.com/s/1VOVMv8qvSnpYE7cprqzi5g,2333
少年的你,8.3,https://pan.baidu.com/s/1vfHu2zmg6b8VWtRGByAcSg,nu45
庐山恋,7.6,https://pan.baidu.com/s/1VeAuoVb70yia6Pq7kspUWg,84os
淘金记,9.2,https://pan.baidu.com/s/1vD4JB8sA4swq-pq8VV9AGQ&shfl=shareset,2333
只有你,7.7,https://pan.baidu.com/s/1VbLFR8DsQ0KSWgS0EqDMkA,d24k
只有你,7.7,https://pan.baidu.com/s/1VbLFR8DsQ0KSWgS0EqDMkA,d24k
土拨鼠之日,8.6,https://pan.baidu.com/s/1v7yhzYzejXCur4PnMMkdcw,2333
花,6.9,https://pan.baidu.com/s/1UyDxvTDmsJOFYEuoFxeXJQ,2333
燃情岁月,8.8,https://pan.baidu.com/s/1UWQKlArPTNN27AU9652lIQ,2333
东方不败风云再起,7.4,https://pan.baidu.com/s/1UuN96k7qQBrdrGALx-97cA,6btn
非常完美,5.9,https://pan.baidu.com/s/1UtDQs3qLV0HeyaR5uZBwkw,9vdw
你的名字。,8.4,https://pan.baidu.com/s/1urHb83QG1CS5zmqZ8Z_Jjg,e31t
水形物语,7.2,https://pan.baidu.com/s/1UrGG_8oVRUVXNbQLxN081Q,ijz4
一一,9.0,https://pan.baidu.com/s/1unv9Uxw1tiz1Z9fWCerVqA,i06b
布拉芙夫人,5.9,https://pan.baidu.com/s/1uJuIMGxo8W4XCPAQ5yKvIw,v7qy
最初的梦想,8.0,https://pan.baidu.com/s/1UilCWSil0fdKcuAEdkrsgw,2333
精武门,8.5,https://pan.baidu.com/s/1UH28JO6io95I5L-6D0BqPg,tlei
咖喱辣椒,7.2,https://pan.baidu.com/s/1Ug32S6J7nehRvWXQz87aUg,n06t
完美感觉,7.6,https://pan.baidu.com/s/1UdZR0f_PY-3vFa1UH7JzFw,xigc
听说,8.1,https://pan.baidu.com/s/1uBMl9jSzTI33yLD4Q3hY6g,2333
挪威的森林,6.0,https://pan.baidu.com/s/1UA-jrwr0q_grlbVkw3hQdw,2333
大叔之爱：爱情或死亡,6.4,https://pan.baidu.com/s/1u8gS1pypjM4cwOM_v4OHFgejrk,ejrk
画皮,6.7,https://pan.baidu.com/s/1u7eaTW0l3fOXbpNWGSlFcw,4pb3
乱世佳人,9.3,https://pan.baidu.com/s/1u6j1n7hfqoTcH09q5QA4JQ,wf2a
苦月亮,8.4,https://pan.baidu.com/s/1U5BlFmOTi61i9tDdAMHWQw,2333
漂亮女人,7.9,https://pan.baidu.com/s/1u4X6039Y-sS2Owncutgh4Q&shfl=share,2333
美国丽人,8.5,https://pan.baidu.com/s/1U1PaAa0dEiO_ADR-mtvAlg,2333
美人鱼,6.7,https://pan.baidu.com/s/1U_ZvjrA4SNnVtNJ5mRi_bg,2333
美人鱼,6.6,https://pan.baidu.com/s/1U_ZvjrA4SNnVtNJ5mRi_bg,2333
睡美人,8.1,https://pan.baidu.com/s/1tzA3U3YYghovCOueCLO91g,2333
蝴蝶梦,8.3,https://pan.baidu.com/s/1twVsVYJxiVthJdXbqLCr-A,ywbp
冷山,8.1,https://pan.baidu.com/s/1TwggpokV--u-uTlSw25nQA,f65j
安娜·卡列尼娜,7.5,https://pan.baidu.com/s/1TMuI8xFxBI62ZHDV0sO27g,2333
朱诺,7.9,https://pan.baidu.com/s/1tLPzM1jnsWRJ8stqUAynBQ,uijy
我爱你,9.0,https://pan.baidu.com/s/1tkhP92qCA7tiMyPrIoep6Q,2333
我爱你,7.1,https://pan.baidu.com/s/1tkhP92qCA7tiMyPrIoep6Q,2333
百年好合,6.0,https://pan.baidu.com/s/1tfWRb1Hcm777uCHVa9h5IA,56fl
蜂鸟,7.9,https://pan.baidu.com/s/1TbttmXcw3qfOtONGSzSvtg,2333
穿普拉达的女王,8.1,https://pan.baidu.com/s/1TaJggauPNsEHDRTK6Jhfdg,2333
暮光之城3：月食,6.7,https://pan.baidu.com/s/1t4snGThZkyI6RCKCSJLRTg,2333
只有芸知道,6.4,https://pan.baidu.com/s/1t12tHZ85avkAodej5kO_Lw,9hpx
婚姻生活,9.0,https://pan.baidu.com/s/1sZMt4_6bqGUni0osP9LRtQ,0r2z
侧耳倾听,8.9,https://pan.baidu.com/s/1SUArSZEnbm01VA-eSuAp2A,ii6c
青春期猪头少年不做怀梦少女的梦,8.7,https://pan.baidu.com/s/1ST72nKyOVQFQbsA2vbcmGA,2333
五尺天涯,7.4,https://pan.baidu.com/s/1ss4teQD2e8SwUVKfNGENjQ,2333
所有明亮的地方,6.8,https://pan.baidu.com/s/1SRU_HpZoJqcqZlCMCcienA,59lu
爱在罗马,7.6,https://pan.baidu.com/s/1sRpZaLU54h3UiT3yLu5HAQ&shfl=sha,2333
八两金,8.2,https://pan.baidu.com/s/1SP8CE8OSQIf88DW_aghJ2A,o60r
黄金大劫案,6.8,https://pan.baidu.com/s/1sLoM7Cvu-UkyqGyHNVvILw,2333
白蛇：缘起,7.9,https://pan.baidu.com/s/1S487fuPEoyfUJmInL1_s9Q,2333
一个明星的诞生,7.3,https://pan.baidu.com/s/1s-1-aAajxmf4r2_qWSCLLw,e1n1
触不到的恋人,7.7,https://pan.baidu.com/s/1RVniQQNU6yLI5lLCT3iVHA,olhx
毕业生,8.0,https://pan.baidu.com/s/1RutDTGMRiL2iPXo1gqjnjA,2333
温蒂妮,7.4,https://pan.baidu.com/s/1rRvHYc2vtR4sd5ESIRGp6w,mc7j
完美音调,7.4,https://pan.baidu.com/s/1rpX6WRBE9gpGHdxpyQiLNg,22xq
分手大师,5.0,https://pan.baidu.com/s/1rPkFiCDPLXSh_US4ZhBX1Q,6sam
遇见你之前,7.9,https://pan.baidu.com/s/1rmw1oDh2isheNUYTDTxX-w,s1k9
念念手纪,6.7,https://pan.baidu.com/s/1Rjoehla0Ow5-FIFhjdGpyQ,4rbg
同心难改,7.9,https://pan.baidu.com/s/1RJHRfin2nBx6oGl-Mx_cKQ,14dx
从宫本到你,7.4,https://pan.baidu.com/s/1RjCB_I_u5BwQgcWnywC2gg,3xuh
BJ单身日记,7.5,https://pan.baidu.com/s/1r9QlX2UbMEhD5s6j-JcTFw,l97k
爱你，罗茜,7.5,https://pan.baidu.com/s/1r1YC8BQA07xi8RWvl0cnsA,2333
魅影缝匠,7.5,https://pan.baidu.com/s/1qviiLieSuv2z3NcNOYZUBg,gcwj
特洛伊,7.5,https://pan.baidu.com/s/1QsXb6CcIpzqYn58pz_IH4g,apzi
近距离恋爱,6.2,https://pan.baidu.com/s/1qPOL1lp_X1PqfXt7Z9DJLQ,ceun
我想吃掉你的胰脏,6.9,https://pan.baidu.com/s/1Qo71gJsw2cayiUEnEXr6Vg,02od
画壁,4.7,https://pan.baidu.com/s/1qmjpJz7FdG0_51Mc-euyaA,59qz
恋爱谈,7.8,https://pan.baidu.com/s/1QIvl7f7DtnATh8bKBsupaA,2333
重返十七岁,7.3,https://pan.baidu.com/s/1Qht_Ccy57FSYd9fyejSM0w,e6f0
名利场,6.9,https://pan.baidu.com/s/1QGc7O4dPXy2AOkYA-JQfBg,pdx0
色戒,7.3,https://pan.baidu.com/s/1qfOrOEDDLzz5xVpfe_GBxg,2333
明星助理,7.4,https://pan.baidu.com/s/1qDzS5ccRKoiVIl7yD_zD2w,2333
艺伎回忆录,7.5,https://pan.baidu.com/s/1Q5ydD1NIzzpBnJILUTILaw,2333
绯闻计划,6.6,https://pan.baidu.com/s/1pYGvL89GL39TVyYR6c2dsQ,xvmw
天使之恋,7.4,https://pan.baidu.com/s/1PvzFbYf4RNgGjE1C50xsiQ,pzgk
暮光之城,7.5,https://pan.baidu.com/s/1PRdTo2gA91EXOIst0OHe7w,e1zw
玛戈王后,7.8,https://pan.baidu.com/s/1pP4esTqFM4J08_a6ygpndQ,2333
天下无双,7.1,https://pan.baidu.com/s/1PJ9fwOLd_ntzw7GoAERUEA,mlaf
金发男子,7.9,https://pan.baidu.com/s/1PI2bpmJDPO7FajAsTTaHpQ,3bek
蓝白红三部曲之白,8.4,https://pan.baidu.com/s/1PhYToqmV9-Ta9TBlLw0DoA,spmd
杀手蝴蝶梦,6.8,https://pan.baidu.com/s/1pDY43NIMQaWahmDJUKieuA,zzz8
喜欢你,6.8,https://pan.baidu.com/s/1oyB9jT2zirReyr2B8iWODg,srye
单身日记：好孕来袭,7.3,https://pan.baidu.com/s/1orsoMbB2LSRB7Hbo3FpYWg,r6uc
初恋这首情歌,8.2,https://pan.baidu.com/s/1oQNuvoX9zGB-magezH7ewQ,djpa
一首小夜曲,7.2,https://pan.baidu.com/s/1ONsufIjjLgKxZ7d3-72mVw,w00c
爱在日落黄昏时,8.8,https://pan.baidu.com/s/1OMpJL-BN__KUN2QNTKp1RA,vb0z
假装情侣,6.1,https://pan.baidu.com/s/1OLZTw9O35SPmn6B_o7wuEg,2333
舞出我人生3,7.7,https://pan.baidu.com/s/1OLxFAE7GOhvqMy18biZb2w,2333
友情以上,6.3,https://pan.baidu.com/s/1ojgr59-BX6jLqsf26KtcQg,2333
五十度黑,5.4,https://pan.baidu.com/s/1oHXnoFqzO-J1UY23nKjVvQ,mec5
永不妥协,8.4,https://pan.baidu.com/s/1OHMYEjyIm9eOD3wUOmbqlw,fzqb
海滩,7.6,https://pan.baidu.com/s/1OfG1Eaeer5oo2ao29AIWmA,2333
一天,7.9,https://pan.baidu.com/s/1O7dxxHXNdKgLneC9dP9PGQ,2333
天堂电影院,9.2,https://pan.baidu.com/s/1NY6Ab51MtQvbOkvZ6F-o0A,2333
走出非洲,8.6,https://pan.baidu.com/s/1NwHlJPRJepjoqikjVFRsAA,2333
危险关系,5.9,https://pan.baidu.com/s/1NvXgVhOX0QjdT-05qkrT9w,2333
唐伯虎点秋香,8.6,https://pan.baidu.com/s/1nvr1q9z?fid=32475753833348,无
超验骇客,6.6,https://pan.baidu.com/s/1nU2guncj-Lew_wuk0hUnbg,2fb2
我恨你的十件事,7.8,https://pan.baidu.com/s/1ntLHVsMoAiH9xWIpBhTATg,a2cc
花样年华,8.6,https://pan.baidu.com/s/1nr8_qngcngKc8ddhLwu_mQ,2333
疯狂愚蠢的爱,7.3,https://pan.baidu.com/s/1NqeDOWRRvFIbpXispD-v9A,2333
布达佩斯之恋,8.6,https://pan.baidu.com/s/1Nmwwbg-tj54xPkDgLCm0lg,uhab
若能与你共乘海浪之上,7.1,https://pan.baidu.com/s/1nmR-NqJbm7bbwdbdUnPeIQ,u5y4
李献计历险记,6.4,https://pan.baidu.com/s/1Nk4tDEt3vqk0y6Llxz-7wA,1fb4
最爱,7.4,https://pan.baidu.com/s/1NHyLkgjYSyUEb2zd_yVpTg,2333
怦然心动,9.1,https://pan.baidu.com/s/1nHs5z1YOBMNEXWej6XZk3g,6y19
真心半解,8.0,https://pan.baidu.com/s/1Ng2NA20f8gdXJmq5mwO6xw,jfa3
暮光之城2：新月,6.7,https://pan.baidu.com/s/1nCtoEgHSauCnAjIeC6GbsQ,2333
本能,7.8,https://pan.baidu.com/s/1nCDjkenQ6GQhRgQsCq5PGg,561q
初恋这件小事,8.4,https://pan.baidu.com/s/1ncc2SfZwDa7fCyg3ohXkOA,2333
戴珍珠耳环的少女,7.8,https://pan.baidu.com/s/1N79Vq3L0MvSMoe0iEg79PQ,ce3e
空房间,8.0,https://pan.baidu.com/s/1N5pToCbim9wDWyIEPD_lLg,75o4
牧马人,8.8,https://pan.baidu.com/s/1n_gH0lexmoIrXP3bI9CkyA,2333
壁花少年,8.0,https://pan.baidu.com/s/1MYn4DNS293IbN8oSIZGLjA,2333
红鞋子和七个小矮人,7.6,https://pan.baidu.com/s/1mYj8JIgcF2cpoOtUaNiI5g,pidv
那些年，我们一起追的女孩,8.1,https://pan.baidu.com/s/1MW34u0JLZEXH_4TbDff-tg,2333
那些年，我们一起追的女孩,6.6,https://pan.baidu.com/s/1MW34u0JLZEXH_4TbDff-tg,2333
柳烈的音乐专辑,7.8,https://pan.baidu.com/s/1mvAERxF6n1tGAelXbdk8Bg,2333
无姓之人,8.2,https://pan.baidu.com/s/1MQnLPvYWuYkD2zfwYisL1g,z1ie
热血青春,7.1,https://pan.baidu.com/s/1moUa4gdHz4XIcwMEEpVOxA,1dkt
茜茜公主3,8.4,https://pan.baidu.com/s/1mNgb77PaBnMyRb9Fs-523A,g63n
梦工厂,7.7,https://pan.baidu.com/s/1MM21cC30vLFpgjWY48NXWQ,yf4i
下一站…天后,6.5,https://pan.baidu.com/s/1mGEVCFZen32hqlliR9S8eQ,2333
老鼠爱上猫,5.6,https://pan.baidu.com/s/1m5WbOe9MfguC6v2o_IqNPA,07qh
半个喜剧,7.4,https://pan.baidu.com/s/1lZA9U6fkuLCBDz5vs-JU8A,lbts
公主与青蛙,7.4,https://pan.baidu.com/s/1lx-69o_am36wnv6O47BySQ,2333
海角七号,7.5,https://pan.baidu.com/s/1lTJFGZyUtvi4t2wVn3qd-Q,hu8i
周末时光,8.2,https://pan.baidu.com/s/1Ls98YYk3wkfRMn-Jj4eIJQ,os7a
傲慢与偏见,8.6,https://pan.baidu.com/s/1LPaQruo0Bx_eP_NVwPnCrA,2333
爱德华大夫,8.3,https://pan.baidu.com/s/1lnC4HPKd2xvapdyTGiGLag,6ydw
公主日记,7.5,https://pan.baidu.com/s/1lGdWazMLWNfa7sYs85DqiQ,gd6o
云上的日子,7.7,https://pan.baidu.com/s/1lFtJ9a0dC4_7daVaGCSMiQ,ojk2
和莎莫的500天,8.0,https://pan.baidu.com/s/1LDHjIsrkvjNHmzC6EvJ_Bg,atz9
贫民窟的百万富翁,8.6,https://pan.baidu.com/s/1LdecH9Wbw6S08IuTmK7Uxw,t784
桃色交易,7.4,https://pan.baidu.com/s/1laFeRrtCZf3vvnJqL4FUGQ,erhe
幸福终点站,8.8,https://pan.baidu.com/s/1L4_PxC9-I5lQl-clsWZ6ZA,jmbf
阿虎,6.8,https://pan.baidu.com/s/1KyQEykmMraJYipsBCPPNTw,2333
蓝宇,8.3,https://pan.baidu.com/s/1kTsOT99#list/path=%2F,yhml
迷魂记,8.6,https://pan.baidu.com/s/1kne9t4O_if43kqCURM8IDA,2333
偷香,7.7,https://pan.baidu.com/s/1kl8dnOXFVAhvBmmSI6lZzA,2333
喊·山,8.0,https://pan.baidu.com/s/1KdZ2h9eMC2Gb898J2XkJBw,rzdl
告别有情天,8.3,https://pan.baidu.com/s/1k8U8ZC11rA-tOfI2DmjkNA,bwx4
大魔术师,6.5,https://pan.baidu.com/s/1K4nJgm7MP3HCZvpD_116Cg,mjbs
情人,8.2,https://pan.baidu.com/s/1k3-lxMsvYUfzxlRNKJZOzg,8wrr
游园惊梦,7.6,https://pan.baidu.com/s/1k1WlMQL1qle1N4jkT3GWGQ,2333
爱乐之城,8.4,https://pan.baidu.com/s/1K-mGeFqUSqBl4HEGwqVg4Q,h9to
她,8.4,https://pan.baidu.com/s/1k_QgwNStE7rQIEKdPGmy7Q,2333
美国派2,7.1,https://pan.baidu.com/s/1jSBjwV85j4zmUSv1MiqhsQ,2333
屏息,6.6,https://pan.baidu.com/s/1JQd9BrmQWBPx6S1N1d8P4A,2333
美丽人生,9.5,https://pan.baidu.com/s/1jpZuoONo1KG4bE1h9fhsUg,tflr
行运超人,6.7,https://pan.baidu.com/s/1JmH-4W175v4hfwM3uwjJTA,4j4d
我脑中的橡皮擦,7.9,https://pan.baidu.com/s/1JeXwxJpevCScWqFRhnhwYA,2333
再见，妈妈,8.1,https://pan.baidu.com/s/1jej_2FE10TKxtPL2aAREDg,nbnu
城市猎人,7.6,https://pan.baidu.com/s/1jbBV_YPms3wRT8NkKaU23w,l0k2
心之全蚀,8.2,https://pan.baidu.com/s/1j6jQEtq8XJVendAxtt2Gsg,2333
27套礼服,6.7,https://pan.baidu.com/s/1J1m03xmTrNCqcqik5zChUg,2333
关于哈利的那些事,6.6,https://pan.baidu.com/s/1J0IBgdCz-mKRnuw-scdYxA,17x1
宠爱,6.0,https://pan.baidu.com/s/1Izzo7ZDFzT2xqgHph6IzDw,21qp
阿甘正传,9.5,https://pan.baidu.com/s/1iZPtsyMjMQ7fQcs_U2xpYA,bb1u
隐秘的生活,7.7,https://pan.baidu.com/s/1iw0dFvak7XapLpBU0d-enA,w4cc
舞出我人生2：街舞,7.3,https://pan.baidu.com/s/1iV2U1IDhvV27ryykU2m2zg,2333
超时空同居,6.9,https://pan.baidu.com/s/1IOyTtrVSXtbCgAxltnEGUg,2333
白发魔女传,7.7,https://pan.baidu.com/s/1IjHUbJVSByfgutZuruaJFA,gjn8
欲盖弄潮,8.1,https://pan.baidu.com/s/1iGl860Z7f60qbl8Fo976iw,6qfy
红高粱,8.4,https://pan.baidu.com/s/1IgCFyYWhOdCcEZ_BiJENxQ,os1i
珍珠港,7.9,https://pan.baidu.com/s/1i4iUF2iR5LF8_XNdQlgONg,2333
萤火之森,8.9,https://pan.baidu.com/s/1i4gNTR1gyVfll4tt5kO5xg,5ke1
惊情四百年,7.8,https://pan.baidu.com/s/1I-qFDCm5Nmx8b1MBP5n1Hw,2333
东邪西毒,8.6,https://pan.baidu.com/s/1hVx41JGHJfuzwd-00F4q0w,5svj
一句顶一万句,6.3,https://pan.baidu.com/s/1hulHKNy,j93u
一代宗师,8.0,https://pan.baidu.com/s/1HTkr128xe0Aa9xswgSvpvg,2333
军中乐园,7.4,https://pan.baidu.com/s/1hsePWQgGfy73BV0TDTMqWw,2333
洛奇,8.7,https://pan.baidu.com/s/1hS0Zd_BPIcUSTAQO618RBQ,2333
东京攻略,6.4,https://pan.baidu.com/s/1HRlWV_MGPxptZsusXWaRSg,2333
卡罗尔,8.3,https://pan.baidu.com/s/1hpMWVT4cSvZgIFq4LdEFhQ,2333
蔚蓝深海,7.1,https://pan.baidu.com/s/1hMUnxEY4XwA2lzdTOlilNA,2333
洛丽塔,7.8,https://pan.baidu.com/s/1hJbd6NpBBXDaIDNrH9hMkg,2333
时间旅行者的妻子,7.7,https://pan.baidu.com/s/1hIpsv7q2RB2KaqiMaLLMyw,9v5x
廊桥遗梦,8.7,https://pan.baidu.com/s/1hgUYFlTGmatLCGiCCgbMzg,qmar
克洛伊,7.4,https://pan.baidu.com/s/1hcAu9OanRqZBpZJG3Bqz_g,x093
上帝之国,8.4,https://pan.baidu.com/s/1h8r6_jLVf7EPx8qAmKUUwA,2333
卡萨布兰卡,8.6,https://pan.baidu.com/s/1h28XncFAKS-3NJ4y5DuWgg,rduq
长江图,6.8,https://pan.baidu.com/s/1h-HUOHTs0V_U3cTnhS0Dmw,498f
偷心,7.8,https://pan.baidu.com/s/1gR0a4-__RjnOIsBNv-QNFw,2333
星尘,7.6,https://pan.baidu.com/s/1gQbz7DeCKkTMDAk9YubKIw,qd14
我的少女时代,7.8,https://pan.baidu.com/s/1GQBWDdxWI5P8Q7BMFfbBUQ,2333
志明与春娇,7.9,https://pan.baidu.com/s/1gQA5Zk5CM5cjFev6bTe0VQ,2333
革命之路,8.1,https://pan.baidu.com/s/1gPlpSKQi8ork39LCWCgzvg,zxoq
朗读者,8.6,https://pan.baidu.com/s/1gP_dsvT14pIW3n7GZ9DEzg,2333
理智与情感,8.4,https://pan.baidu.com/s/1gFYnGfxoLqSDGakyn1BoUg,2333
泰坦尼克号,9.4,https://pan.baidu.com/s/1GfjgPYShkcGL7VDCdinp2w,ohpa
芳芳,8.1,https://pan.baidu.com/s/1gF5Zx1omxqe3u5fwJEM6jg,utp9
有种你爱我,4.6,https://pan.baidu.com/s/1gbgQrNNjHaAU8-ORmQePlA,y5vb
赎罪,8.4,https://pan.baidu.com/s/1g8-3a2GqFTvVfJ7Yy44Wbg,lscu
蓝色大门,8.3,https://pan.baidu.com/s/1g6cFoHFKvxKnLEZbZgBBXw,lxr7
真爱至上,8.6,https://pan.baidu.com/s/1g0jv6aba6A6FASZmM8MV4g,2333
魔术师,7.6,https://pan.baidu.com/s/1FzPEuxpBMfOlyRu3a7PEyw,2333
丹麦女孩,8.3,https://pan.baidu.com/s/1fzgROCNz7MUcys6pHNF2fw,ajbd
喜宴,8.9,https://pan.baidu.com/s/1FySdTPFjaxf229J1z6itdA,2333
爱在暹罗,8.3,https://pan.baidu.com/s/1fXvl1U1my00wRZ1WHyZFNw,2333
他是龙,7.5,https://pan.baidu.com/s/1fvI_m1vXieEnaJo2BfTtPQ,2333
前任3：再见前任,5.5,https://pan.baidu.com/s/1FVeloWt4e88sZQw-orJzcQ,un4w
伊丽莎白,7.7,https://pan.baidu.com/s/1FuW5IdClGSNheVQN37uLVg,wirh
谈谈情跳跳舞,8.2,https://pan.baidu.com/s/1Ftk5EnQRpMy9jbFSl5Mubg,2333
青之炎,8.7,https://pan.baidu.com/s/1fTJTWDoVyWJtNCKPHeGLEw,i0nb
文雀,6.8,https://pan.baidu.com/s/1fqq4vxeuQGXl083AAQikIQ,auvj
悲伤电影,7.7,https://pan.baidu.com/s/1fpxynxRSRgrYzY6tfSk_Jw,dfaj
悲伤逆流成河,5.9,https://pan.baidu.com/s/1fI81Igglqb_VOBHo_k5hdw,2333
史密斯夫妇,7.7,https://pan.baidu.com/s/1FHbGc49idMzNARllWSyRvA,pesj
阮玲玉,8.5,https://pan.baidu.com/s/1FffqhmaeO999ZeDOwuHQKw,j17q
阳光灿烂的日子,8.8,https://pan.baidu.com/s/1feNGME8zfdZ9cDQckvmBEg,2333
迷恋荷尔蒙,8.5,https://pan.baidu.com/s/1FDEZU3qzjfExIKl1l_l6KA,kha7
我爱你莫里斯,7.9,https://pan.baidu.com/s/1F0-t29LRxG96Ij3410_4Ow,79qc
请以你的名字呼唤我,8.9,https://pan.baidu.com/s/1ewSfpnu1pM_NzBs95n76zw,2333
观音山,7.1,https://pan.baidu.com/s/1evXWEMSGoN9HXGiPQ2mtWQ,2333
玫瑰人生,8.3,https://pan.baidu.com/s/1EUfhHDztFsZ5_1QO5SmRow,w24o
