标题,豆瓣评分,链接,提取码
贵妇失踪记,8,https://pan.baidu.com/s/10LGbWsqOdPxaQ4LKkxVXPw,e426
断线,8,https://pan.baidu.com/s/1wTCNOl5CX-Yo4MyWorGpoQ,gs17
大逃杀,8,https://pan.baidu.com/s/1ST141MTYEAsUrsXaqYeAYA,2ui7
无声言证,8,https://pan.baidu.com/s/1JRaF4xl7uEs0jNcIz8JCJQ,2333
冰血暴,8,https://pan.baidu.com/s/1s5YGCI1eo6MAKGG-_RGR4w,ijfw
天生杀人狂,8,https://pan.baidu.com/s/1x7K7vtkKURNVVA4pGT_qxQ,2333
深渊,8,https://pan.baidu.com/s/1ZlXSzJfAfjEJPOOIBAEw_Q,ptzc
精英部队,8,https://pan.baidu.com/s/1FNWht5ogkvcO-dqs6E35og,2333
火车怪客,8,https://pan.baidu.com/s/1b40T6994GHAaM9_vWeBuSQ,ysn3
龙纹身的女孩,8,https://pan.baidu.com/s/1H59hQyaIMvjG9mew6wgD9A,xz0k
电锯惊魂3,8,https://pan.baidu.com/s/1dAweViG8-LTXq3MLBKXV-w,9lns
杀死比尔2,8,https://pan.baidu.com/s/1mkQH5N4jitb30sDi18fxTQ,2333
我要复仇,7.9,https://pan.baidu.com/s/1Ij256vBv6Bg6BRyjzyDjFA,ddg4
卑劣的街头,7.9,https://pan.baidu.com/s/1gWI5WeKMyVZjgJK5QNVtWg,oz0l
活埋,7.9,https://pan.baidu.com/s/1sx6amJn4SWXSBaAuF-4LKw,n843
大开眼戒,7.9,https://pan.baidu.com/s/1OL9IThyjpbO6c_uFL0gH3A,bjfc
迷雾,7.9,https://pan.baidu.com/s/1uOEVc3Q-p6Xed5lyD6VBUg,t7yu
虎胆龙威3,7.9,https://pan.baidu.com/s/1HeX6K2hR6H5uVSalQ5tPzw,6m42
地心引力,7.9,https://pan.baidu.com/s/1lApzWFsFOUy1urBnoKnCuA,88jg
热血高校,7.9,https://pan.baidu.com/s/11txvSJSwscOUdyojF19Q_A,w2j4
狂凶记,7.9,https://pan.baidu.com/s/15gMOAI4enW8rULa0mqV42w,1o57
锅匠，裁缝，士兵，间谍,7.9,https://pan.baidu.com/s/1pCmMJNyDE3r4kVST_Cfc-w,sxrm
康斯坦丁,7.9,https://pan.baidu.com/s/1F32uhz-t4RhJZ_Q7Xj508A,y1he
心慌方,7.9,https://pan.baidu.com/s/1GmNRkViiwkWRaFs0uUWb8Q,nevn
神秘河,7.9,https://pan.baidu.com/s/128FN1EQFIRNh3joiESojhQ,c994
狙击电话亭,7.9,https://pan.baidu.com/s/1pw546-Lxwprf4QSk86kJgA,wtt1
局内人,7.9,https://pan.baidu.com/s/1u71RAXfYAODrRj3xhzcRyw,2333
走到尽头,7.9,https://pan.baidu.com/s/1tUR-h-peTtRzexMzUdX7Uw,ug2d
十一罗汉,7.9,https://pan.baidu.com/s/1LayihfuTdtJoaxWliffUdg,sc7c
裂缝,7.9,https://pan.baidu.com/s/1j1UajlbeKIj_Tc3D-4eGnw,oqqu
夜半歌声,7.9,https://pan.baidu.com/s/1CFRXCsgTHm2tFQghdfQ9uA&shfl=shareset,2333
红龙,7.8,https://pan.baidu.com/s/1atjka3O-GAPzP9xBDj14TA,2333
不可饶恕,7.8,https://pan.baidu.com/s/19Qr6GLI2w69A7w3Ezw2RuQ,fauj
碟中谍5：神秘国度,7.8,https://pan.baidu.com/s/1MXco2uq4YsFcUuNGdxeE_w,0kbv
慕尼黑,7.8,https://pan.baidu.com/s/1QF8gQ_FOQRdrZnOKYNOKCg,x8u5
生死狙击,7.8,https://pan.baidu.com/s/1MdANp-2KLIzE7GYWI9vO-w,41vq
再见阿郎,7.8,https://pan.baidu.com/s/1UWWVKVXgbyWYdq-p3IQKIw,8cq3
饥饿站台,7.8,https://pan.baidu.com/s/1bm5Ew9RDF43Ujs07Qywo6w,pqrn
海市蜃楼,7.8,https://pan.baidu.com/s/1SN5OeKgfB9LG8-9Nn1fU-A,m15f
少数派报告,7.8,https://pan.baidu.com/s/1KUvnA8EJ2cWcoL_wsVSjwA,e3xn
虎胆龙威2,7.8,https://pan.baidu.com/s/1x1i46Cepfp-Dghu62VOuKA,x1tm
第一滴血2,7.8,https://pan.baidu.com/s/19pFJ-7Qd4zYRm9ScwxrDSQ,2333
拆弹部队,7.8,https://pan.baidu.com/s/1IHZJzHNVU8Moq6QMglumZA,59qt
危机13小时,7.8,https://pan.baidu.com/s/1xCXiTAIwdyjecpcQQGARFQ,2333
本能,7.8,https://pan.baidu.com/s/1nCDjkenQ6GQhRgQsCq5PGg,561q
林肯律师,7.8,https://pan.baidu.com/s/1sdW_Zc7A3jHOEcUWx5jBCg,9ugn
看见恶魔,7.8,https://pan.baidu.com/s/1TgsTqeCH0cSOESGOroRKjA,pxmw
美人计,7.8,https://pan.baidu.com/s/1ph9JBc9s8APJZdxPYyZH1A,sjex
速度与激情6,7.8,https://pan.baidu.com/s/1hO-sIpO9uCyq8pLehjyhUw,k08b
死亡游戏,7.8,https://pan.baidu.com/s/1dDnU6_9O5p5mnznvURdy2w,od3o
刑房,7.8,https://pan.baidu.com/s/1yPTmI9ULTkl8CYakKBix2A,0rpa
星际旅行8：第一类接触,7.8,https://pan.baidu.com/s/179iN3CSSbRCEJLGWvWYliA,emvp
美国精神病人,7.8,https://pan.baidu.com/s/1lzjHAlhBHbIenVwMitBMYQ,9999
21克,7.8,https://pan.baidu.com/s/1bRJ4YwA49-HJo-ZyPQNggw,lrrx
电锯惊魂6,7.8,https://pan.baidu.com/s/1TFtwC6JT7WOw9QvSXgqlIg,jq51
电锯惊魂4,7.7,https://pan.baidu.com/s/1EFYr745FobslEOxpv8Z4QA,yh70
垂直极限,7.7,https://pan.baidu.com/s/15UkE3wZecESj2-5cEpUkow,2333
疾速特攻,7.7,https://pan.baidu.com/s/1emoU-Ov_n6BgMpCeKYC6KQ,2333
时空线索,7.7,https://pan.baidu.com/s/1sfCX3O1x90zsmKlbmKpYQQ,q4nw
法国贩毒网,7.7,https://pan.baidu.com/s/1ftdDRI0-wsZEqU4Niioqew,2333
星际旅行6：未来之城,7.7,https://pan.baidu.com/s/1FfaOvrmxNISZNH7jzEukQQ,e6s8
星际旅行2：可汗怒吼,7.7,https://pan.baidu.com/s/1V0gFUKeZo8P51bga396dDA,x5t7
全面回忆,7.7,https://pan.baidu.com/s/1ZDV9ZggvtcCkCD97GW6uTg,dw1n
伊甸湖,7.7,https://pan.baidu.com/s/1B8ieimR9lsoSnQvMtSkwgw,9mij
鬼影,7.7,https://pan.baidu.com/s/1m9gLyOlY7JfSiQE2PGBawQ,2333
虎胆龙威4,7.7,https://pan.baidu.com/s/1sNX3ejJRalIk7rGrf8JMaQ,ts5c
她,7.7,https://pan.baidu.com/s/1k_QgwNStE7rQIEKdPGmy7Q,2333
铁血战士,7.7,https://pan.baidu.com/s/1Eeoy7v0AnnU6NVxMDb6vOw,li9u
伸冤人,7.7,https://pan.baidu.com/s/14w92KuO5bb2MBxY3hZu9_Q,d0ie
电锯惊魂7,7.7,https://pan.baidu.com/s/1CmxbJWEY_vBjH_LO9QkEVw,jw6w
局内人,7.7,https://pan.baidu.com/s/1u71RAXfYAODrRj3xhzcRyw,2333
官方机密,7.7,https://pan.baidu.com/s/1eW-DpT5JFdls7s_ogDxdTg,2333
X战警2,7.7,https://pan.baidu.com/s/1_-ed0hQHq7Kdeol6BRZnug,9fml
电锯惊魂5,7.7,https://pan.baidu.com/s/1c4pOGU2jQ9iamrQz_goAsA,552s
大白鲨,7.7,https://pan.baidu.com/s/1YnUgwZmQKTA692xrvCZALw,qc1v
门徒,7.7,https://pan.baidu.com/s/1e7SmUS1F-iltmwlXlCMs9Q,2333
铁面无私,7.7,https://pan.baidu.com/s/15Q5359R3WtXzGZ7t5BtiXQ,2333
极度恐慌,7.7,https://pan.baidu.com/s/1vPghrIWgCLrS9POoRvpxQQ,0ha7
突袭,7.7,https://pan.baidu.com/s/1VCupKPPG39HhR5JXQp60ZQ,2333
空中营救,7.6,https://pan.baidu.com/s/1amf00rSoX3yujT1MDFWgKQ,rzfj
隐藏摄像机,7.6,https://pan.baidu.com/s/133ovoEsud52YofajS7ACOg,pumf
边境杀手,7.6,https://pan.baidu.com/s/1IpJCSLhrclFoQEhcBoycFg,cfm9
双瞳,7.6,https://pan.baidu.com/s/11xx-pKMkymGh7KHQul6jVA,2333
女尸谜案,7.6,https://pan.baidu.com/s/1-RTvIAJlhsVQvtlQB8uz3Q,2333
机械师,7.6,https://pan.baidu.com/s/1Lnn7co8WKfM-534iiFccYA,2333
八面埋伏,7.6,https://pan.baidu.com/s/140qwWgWmu9FBY7Hx5JhqLQ,73ft
X战警3：背水一战,7.6,https://pan.baidu.com/s/1p28KwoOn1W2cYdB2KqQZig,263e
罪人,7.6,https://pan.baidu.com/s/1gc89Ssbu3vuWq42BAb2qNQ,tp9a
金刚不坏,7.6,https://pan.baidu.com/s/1hhXfGe9WXKIC0srw5XWYeg,utlp
亲切的金子,7.6,https://pan.baidu.com/s/1nGDUwAMz8mskN5YNxarKOw,u7cy
潘多拉,7.6,https://pan.baidu.com/s/1ZRpLYyB5zqLYTySVbP_cgg,2333
火星任务,7.6,https://pan.baidu.com/s/17BPqhs3f5qWwmfaR0eQc9A,2n2d
国家宝藏,7.6,https://pan.baidu.com/s/1cGbMT79i3mgueOjsUXsSDw,bt2z
偷天换日,7.6,https://pan.baidu.com/s/1b9swbuUXoj7-5t--7M2Wfg,325z
疾速追杀,7.6,https://pan.baidu.com/s/1gp4pyDeuU0rzKCOe6idqIA,rgru
狗牙,7.6,https://pan.baidu.com/s/1vV5Pnvv1zsEdGyN3Skq3fA,1mju
哈里·布朗,7.6,https://pan.baidu.com/s/1Pxjiz6Ivkdl7k2kXiABTiw,kha5
活色生香,7.6,https://pan.baidu.com/s/10WYyJ9ck0Hjm4RROmRSpSQ,bl70
天龙特攻队,7.6,https://pan.baidu.com/s/1jVo1VubtsT44ee0gHaXOpg,2333
我是杀人犯,7.5,https://pan.baidu.com/s/1H9Zqv_c67FFr0jBibHFutQ,m2rz
暮光之城,7.5,https://pan.baidu.com/s/1PRdTo2gA91EXOIst0OHe7w,e1zw
碟中谍3,7.5,https://pan.baidu.com/s/1yGmwdSNAsdgmWO6qwfv-1g,2333
极度深寒,7.5,https://pan.baidu.com/s/1YfjpRbUb6mY0qJqWHWBaHw,2333
生死停留,7.5,https://pan.baidu.com/s/1edfxWC4p51BnT2BshEb_Vg,m5qj
水果硬糖,7.5,https://pan.baidu.com/s/1lEKKeLqbpwF74JEqCu6UQg,g0kb
撕裂的末日,7.5,https://pan.baidu.com/s/1JniA1D0bhWpHNLZXlIk0-g,2333
第一滴血5：最后的血,7.5,https://pan.baidu.com/s/1LMZaGkseUQmGQrFcNtopPw,nd0a
剑鱼行动,7.5,https://pan.baidu.com/s/1xXH5urZyYLV3S0Zihay5tw,2333
幻影凶间,7.5,https://pan.baidu.com/s/1XC2oDSHIeIVGLsGcrQzk7A,octg
入侵脑细胞,7.5,https://pan.baidu.com/s/1qwC5jBDHTFiFfFdR_xr8eA,2333
黑暗正义联盟,7.5,https://pan.baidu.com/s/1EBMDOhsDo0WkIjnDMh9EJg,i6r3
龙纹身的女孩,7.5,https://pan.baidu.com/s/1H59hQyaIMvjG9mew6wgD9A,xz0k
不忠,7.5,https://pan.baidu.com/s/1o69lHZ436noL6oMbeiJcDQ,2333
塔巴德,7.5,https://pan.baidu.com/s/1TrHHiuHDmwUH2e2MNBEa1Q,a1mc
完美无瑕,7.5,https://pan.baidu.com/s/1MuS1ZteZUR6DId8TYhUByw,5naw
死亡飞车,7.5,https://pan.baidu.com/s/1q4YWeWDIeQtDrWkwBi7eFQ,wfnk
记忆之夜,7.5,https://pan.baidu.com/s/1NW86LtVYVElLwKIV7P1gQg,2e5i
幻影车神：魔盗激情,7.4,https://pan.baidu.com/s/16hrG6_fxsmNJeMY0KWdOkw,2333
我控诉,7.4,https://pan.baidu.com/s/1zLippPs62Df4HMXHI6ry5w,nfzk
借刀杀人,7.4,https://pan.baidu.com/s/1Dt875I8YB61CD0FdwUazRw,23g1
副作用,7.4,https://pan.baidu.com/s/1XgYJk9UcfoRS0_RoBswpgA,2333
死神来了2,7.4,https://pan.baidu.com/s/1tqsp8_r14oLueqGXr_QoXg,2333
怒火攻心,7.4,https://pan.baidu.com/s/170_KjPiAM6d3iBsAtxweLw,jze2
十三罗汉,7.4,https://pan.baidu.com/s/1BqlcgFHCSR_e4AesEBVwLw,re0g
赶尽杀绝,7.4,https://pan.baidu.com/s/1RwFx-D4P7kMwljXb8STCtw,3o0x
分裂,7.4,https://pan.baidu.com/s/1tezgTvvBv_-p8chrrIScgw,te46
第一滴血4,7.4,https://pan.baidu.com/s/1h16DLkyIE8S73TtSVkKPWg,2333
深空失忆,7.4,https://pan.baidu.com/s/1WioIn6VPN4eCs0cFIX3TMA,mioi
生死谍变,7.4,https://pan.baidu.com/s/11wt9yBfsYXUfKSebwxOJGA,2333
谍影重重5,7.4,https://pan.baidu.com/s/1PDhXwWMZxRFAel9DdIWY-w,4v45
夜行动物,7.4,https://pan.baidu.com/s/10qascep9630X3go2vRx2sA,amnu
十二宫,7.4,https://pan.baidu.com/s/1VFBK8HeZsr5bYr21vGrxfQ,2333
柏林,7.4,https://pan.baidu.com/s/1FOkrur8pFn7mI32n1LJFog,2333
香草的天空,7.4,https://pan.baidu.com/s/1uDLqkm12VbZS9xFC8mnp-g&shfl=shareset,2333
贼巢,7.4,https://pan.baidu.com/s/1A5eOZKF_duQT4g-x0Fzf1A,9t27
邻居,7.4,https://pan.baidu.com/s/1Ci9Ng09HNwOuq4HQ3n60KQ,2333
危险关系,7.4,https://pan.baidu.com/s/1NvXgVhOX0QjdT-05qkrT9w,2333
捉迷藏,7.4,https://pan.baidu.com/s/1HGEfrGMbM3AllvYHxuhVng,ebkx
钢琴教师,7.4,https://pan.baidu.com/s/1mb_4NkIkZAa67LDDbW4rkg,2333
时空罪恶,7.3,https://pan.baidu.com/s/10w9WnqMsn3RBasDlNiQu4w,rx5e
猛鬼街,7.3,https://pan.baidu.com/s/1Myb8zsuqNuV2dWqt6Eqv1g,ptrk
夜魔,7.3,https://pan.baidu.com/s/19q16u7vGaxG8zZtS206FKg,2333
只有野兽,7.3,https://pan.baidu.com/s/1wLmUHz_QUa9EcxtLzZVeaw,f1jz
隐形人,7.3,https://pan.baidu.com/s/172feMM2qPeE7NG9B9Y77vg,2333
神探飞机头,7.3,https://pan.baidu.com/s/1Z8FNuzMLSY5ROM2h-0ZXFw,3rrd
意外,7.3,https://pan.baidu.com/s/1Om19QXRBF1RubzuddAiL6w,v723
太阳泪,7.3,https://pan.baidu.com/s/1W-44ugy5SiWhsb3xIU8ziQ,2333
特种部队：眼镜蛇的崛起,7.3,https://pan.baidu.com/s/1peZjQdz29cZ2go6xp9vc7Q,w37g
猴子,7.3,https://pan.baidu.com/s/1_BT9MNqqbXE9HfR8z-9zHw,2333
科洛弗档案,7.3,https://pan.baidu.com/s/1MvSedPk1XybxzyaVlHTpyg,prv0
少年汉尼拔,7.3,https://pan.baidu.com/s/1iDlR-Ee8KxaoyWFBhlgt-Q,2333
唐人街探案,7.3,https://pan.baidu.com/s/1ovflKephgZXeVkm-SYG8EQ,r8ut
超能查派,7.3,https://pan.baidu.com/s/1ptnzSFLagiTxkzuiya-iYw&shfl=sha,2333
断箭,7.3,https://pan.baidu.com/s/1VN0pjiPTeEIHyB13FIYjog,59zn
琼斯先生,7.3,https://pan.baidu.com/s/1Ih-YmHrY6xNwMmFfIDtMWg,awdm
悬案密码4：64号病历,7.3,https://pan.baidu.com/s/1OGlhcUbMWo5K3F-tIsuGcw,2333
冬荫功,7.3,https://pan.baidu.com/s/1BhUrcJeibSoshQS2UQLc-g,o29e
无间道风云,7.3,https://pan.baidu.com/s/1-GSl1UNQqvhS0_j63jyClw,2333
天使与魔鬼,7.3,https://pan.baidu.com/s/1_g59zTc51KI2QpzF6ViNJQ,53ie
特务风云,7.3,https://pan.baidu.com/s/1x5gkkVr97KP6LXPD8cWMpQ,6c2y
星际旅行3：石破天惊,7.3,https://pan.baidu.com/s/1rMcYiscDLLRsmva8TguyMA,uyw1
见鬼,7.2,https://pan.baidu.com/s/1n1xoIBBeXs0UNp9vycginA,rint
鹰眼,7.2,https://pan.baidu.com/s/14UtfTQ3ZdmcdLayO-NxqSw,2333
十二罗汉,7.2,https://pan.baidu.com/s/1f35xwrIWWf1d3KFXI0oH-Q,h9u5
反基督者,7.2,https://pan.baidu.com/s/1J2vjJ_37Vcn_anQLYAPPMg,l1tc
极寒之城,7.2,https://pan.baidu.com/s/1bZ38hBzaf_gWku8cvV1rig,um3b
一天,7.2,https://pan.baidu.com/s/1O7dxxHXNdKgLneC9dP9PGQ,2333
宝莱坞机器人之恋,7.2,https://pan.baidu.com/s/1vvvZqHAsIpgbAJCRfFDAzw,2333
灯塔,7.2,https://pan.baidu.com/s/1hBUDKmIpWlExlOn8ycBgvQ,2333
